Version 3.21 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
014,DRG,ALLOGENEIC BONE MARROW TRANSPLANT,S,"$5,180.02 ","$14,240.60 ","$6,542.95 ","$14,240.60 ",20170101
016,DRG,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,S,"$4,718.67 ","$9,569.93 ","$5,800.47 ","$9,569.93 ",20170101
017,DRG,AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,S,"$4,027.73 ","$8,947.85 ","$5,709.66 ","$8,947.85 ",20170101
020,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,S,"$3,999.82 ","$20,372.65 ","$8,250.00 ","$20,372.65 ",20170101
021,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,S,"$3,811.18 ","$16,272.61 ","$7,513.68 ","$16,272.61 ",20170101
022,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC,S,"$3,843.70 ","$20,093.68 ","$6,989.26 ","$20,093.68 ",20170101
023,DRG,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,S,"$3,520.98 ","$16,538.64 ","$7,315.92 ","$16,538.64 ",20170101
024,DRG,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,S,"$4,137.72 ","$27,041.37 ","$8,035.19 ","$27,041.37 ",20170101
025,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,S,"$3,660.76 ","$16,281.76 ","$7,525.90 ","$16,281.76 ",20170101
026,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,S,"$3,863.96 ","$19,886.37 ","$7,730.88 ","$19,886.37 ",20170101
027,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,S,"$3,586.22 ","$31,981.62 ","$7,358.28 ","$31,981.62 ",20170101
028,DRG,SPINAL PROCEDURES W MCC,S,"$3,332.21 ","$15,861.34 ","$7,054.43 ","$15,861.34 ",20170101
029,DRG,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,S,"$3,196.83 ","$17,463.80 ","$6,565.43 ","$17,463.80 ",20170101
030,DRG,SPINAL PROCEDURES W/O CC/MCC,S,"$3,138.49 ","$20,989.16 ","$6,472.34 ","$20,989.16 ",20170101
031,DRG,VENTRICULAR SHUNT PROCEDURES W MCC,S,"$3,635.32 ","$11,606.93 ","$6,799.96 ","$11,606.93 ",20170101
032,DRG,VENTRICULAR SHUNT PROCEDURES W CC,S,"$3,403.52 ","$15,707.26 ","$6,477.66 ","$15,707.26 ",20170101
033,DRG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,S,"$3,068.62 ","$24,667.94 ","$5,882.72 ","$24,667.94 ",20170101
034,DRG,CAROTID ARTERY STENT PROCEDURE W MCC,S,"$3,312.73 ","$20,391.10 ","$6,739.84 ","$20,391.10 ",20170101
035,DRG,CAROTID ARTERY STENT PROCEDURE W CC,S,"$3,515.14 ","$30,173.96 ","$6,575.89 ","$30,173.96 ",20170101
036,DRG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,S,"$2,833.29 ","$42,319.96 ","$5,267.11 ","$42,319.96 ",20170101
037,DRG,EXTRACRANIAL PROCEDURES W MCC,S,"$3,003.91 ","$14,228.15 ","$5,524.35 ","$14,228.15 ",20170101
038,DRG,EXTRACRANIAL PROCEDURES W CC,S,"$3,044.23 ","$19,610.04 ","$5,510.84 ","$19,610.04 ",20170101
039,DRG,EXTRACRANIAL PROCEDURES W/O CC/MCC,S,"$2,738.04 ","$28,246.67 ","$5,159.04 ","$28,246.67 ",20170101
040,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,S,"$3,150.28 ","$9,995.14 ","$6,034.81 ","$9,995.14 ",20170101
041,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,S,"$3,026.07 ","$11,317.10 ","$5,641.41 ","$11,317.10 ",20170101
042,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,S,"$3,508.58 ","$23,242.50 ","$6,285.53 ","$23,242.50 ",20170101
052,DRG,SPINAL DISORDERS & INJURIES W CC/MCC,N,"$2,202.92 ","$4,455.32 ","$5,661.66 ","$4,455.32 ",20170101
053,DRG,SPINAL DISORDERS & INJURIES W/O CC/MCC,N,"$1,590.30 ","$3,841.66 ","$3,475.36 ","$3,841.66 ",20170101
054,DRG,NERVOUS SYSTEM NEOPLASMS W MCC,N,"$3,206.25 ","$7,329.55 ","$5,839.88 ","$7,329.55 ",20170101
055,DRG,NERVOUS SYSTEM NEOPLASMS W/O MCC,N,"$2,630.07 ","$6,552.05 ","$4,645.17 ","$6,552.05 ",20170101
056,DRG,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,N,"$2,841.03 ","$4,456.66 ","$5,617.77 ","$4,456.66 ",20170101
057,DRG,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,N,"$3,022.13 ","$2,551.90 ","$5,904.78 ","$2,551.90 ",20170101
058,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,N,"$2,989.82 ","$6,506.86 ","$5,174.33 ","$6,506.86 ",20170101
059,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,N,"$2,997.72 ","$6,334.15 ","$4,628.45 ","$6,334.15 ",20170101
060,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,N,"$2,870.82 ","$6,195.81 ","$4,346.68 ","$6,195.81 ",20170101
061,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,N,"$3,623.55 ","$13,601.45 ","$6,851.80 ","$13,601.45 ",20170101
062,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,N,"$3,489.73 ","$15,911.67 ","$6,655.96 ","$15,911.67 ",20170101
063,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,N,"$3,546.28 ","$20,046.40 ","$6,583.78 ","$20,046.40 ",20170101
064,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,N,"$3,128.47 ","$8,150.29 ","$6,097.98 ","$8,150.29 ",20170101
065,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,N,"$2,874.53 ","$7,735.14 ","$5,316.00 ","$7,735.14 ",20170101
066,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,N,"$2,628.05 ","$8,815.31 ","$4,767.89 ","$8,815.31 ",20170101
067,DRG,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,N,"$2,444.26 ","$7,655.75 ","$4,416.52 ","$7,655.75 ",20170101
068,DRG,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,N,"$2,189.97 ","$8,341.55 ","$3,892.51 ","$8,341.55 ",20170101
069,DRG,TRANSIENT ISCHEMIA,N,"$3,068.54 ","$11,314.09 ","$5,192.03 ","$11,314.09 ",20170101
070,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,N,"$2,829.60 ","$7,064.11 ","$5,247.03 ","$7,064.11 ",20170101
071,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,N,"$2,735.70 ","$5,788.96 ","$4,707.54 ","$5,788.96 ",20170101
072,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,N,"$2,867.10 ","$8,154.73 ","$4,999.31 ","$8,154.73 ",20170101
073,DRG,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,N,"$2,892.80 ","$6,790.03 ","$4,918.30 ","$6,790.03 ",20170101
074,DRG,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,N,"$2,694.17 ","$6,465.45 ","$4,736.76 ","$6,465.45 ",20170101
075,DRG,VIRAL MENINGITIS W CC/MCC,N,"$2,694.09 ","$7,326.10 ","$4,745.54 ","$7,326.10 ",20170101
076,DRG,VIRAL MENINGITIS W/O CC/MCC,N,"$2,607.86 ","$6,811.97 ","$4,367.80 ","$6,811.97 ",20170101
077,DRG,HYPERTENSIVE ENCEPHALOPATHY W MCC,N,"$2,803.40 ","$7,503.23 ","$5,329.48 ","$7,503.23 ",20170101
078,DRG,HYPERTENSIVE ENCEPHALOPATHY W CC,N,"$3,029.60 ","$7,954.85 ","$5,521.36 ","$7,954.85 ",20170101
079,DRG,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,N,"$2,851.02 ","$7,898.15 ","$4,691.84 ","$7,898.15 ",20170101
080,DRG,NONTRAUMATIC STUPOR & COMA W MCC,N,"$3,382.73 ","$6,995.54 ","$6,172.50 ","$6,995.54 ",20170101
081,DRG,NONTRAUMATIC STUPOR & COMA W/O MCC,N,"$2,867.05 ","$5,557.51 ","$5,121.71 ","$5,557.51 ",20170101
082,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",N,"$2,934.51 ","$8,972.18 ","$6,666.50 ","$8,972.18 ",20170101
083,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",N,"$3,203.73 ","$7,871.40 ","$6,765.28 ","$7,871.40 ",20170101
084,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",N,"$3,418.15 ","$10,089.24 ","$7,450.43 ","$10,089.24 ",20170101
085,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",N,"$3,000.19 ","$7,200.85 ","$6,201.42 ","$7,200.85 ",20170101
086,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",N,"$3,041.60 ","$6,685.48 ","$6,147.51 ","$6,685.48 ",20170101
087,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",N,"$2,703.48 ","$6,927.08 ","$5,644.29 ","$6,927.08 ",20170101
088,DRG,CONCUSSION W MCC,N,"$3,214.34 ","$10,034.41 ","$7,041.35 ","$10,034.41 ",20170101
089,DRG,CONCUSSION W CC,N,"$3,683.21 ","$10,733.21 ","$6,927.89 ","$10,733.21 ",20170101
090,DRG,CONCUSSION W/O CC/MCC,N,"$3,803.17 ","$12,892.39 ","$7,066.33 ","$12,892.39 ",20170101
091,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,N,"$2,838.79 ","$6,851.09 ","$5,464.29 ","$6,851.09 ",20170101
092,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W CC,N,"$2,972.52 ","$6,438.23 ","$5,051.87 ","$6,438.23 ",20170101
093,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,N,"$2,871.10 ","$7,718.52 ","$4,791.43 ","$7,718.52 ",20170101
094,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,N,"$3,130.76 ","$8,521.09 ","$5,875.26 ","$8,521.09 ",20170101
095,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,N,"$3,174.03 ","$10,089.94 ","$5,652.47 ","$10,089.94 ",20170101
096,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,N,"$2,682.69 ","$12,428.31 ","$4,746.64 ","$12,428.31 ",20170101
097,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,N,"$3,073.97 ","$8,508.77 ","$5,562.49 ","$8,508.77 ",20170101
098,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,N,"$3,267.24 ","$7,779.06 ","$5,378.29 ","$7,779.06 ",20170101
099,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,N,"$2,749.60 ","$7,446.62 ","$4,315.00 ","$7,446.62 ",20170101
100,DRG,SEIZURES W MCC,N,"$3,110.92 ","$8,021.07 ","$5,757.43 ","$8,021.07 ",20170101
101,DRG,SEIZURES W/O MCC,N,"$3,248.72 ","$7,418.79 ","$5,157.50 ","$7,418.79 ",20170101
102,DRG,HEADACHES W MCC,N,"$3,279.13 ","$9,036.59 ","$5,644.73 ","$9,036.59 ",20170101
103,DRG,HEADACHES W/O MCC,N,"$2,497.75 ","$7,566.36 ","$4,287.86 ","$7,566.36 ",20170101
113,DRG,ORBITAL PROCEDURES W CC/MCC,S,"$4,038.18 ","$14,905.25 ","$8,290.20 ","$14,905.25 ",20170101
114,DRG,ORBITAL PROCEDURES W/O CC/MCC,S,"$3,610.41 ","$18,712.78 ","$7,509.07 ","$18,712.78 ",20170101
115,DRG,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,S,"$3,377.57 ","$10,852.07 ","$6,013.65 ","$10,852.07 ",20170101
116,DRG,INTRAOCULAR PROCEDURES W CC/MCC,S,"$3,406.37 ","$9,867.23 ","$5,630.93 ","$9,867.23 ",20170101
117,DRG,INTRAOCULAR PROCEDURES W/O CC/MCC,S,"$3,175.94 ","$12,768.52 ","$6,365.92 ","$12,768.52 ",20170101
121,DRG,ACUTE MAJOR EYE INFECTIONS W CC/MCC,N,"$2,932.34 ","$4,514.26 ","$5,103.17 ","$4,514.26 ",20170101
122,DRG,ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,N,"$2,642.58 ","$3,863.40 ","$5,146.72 ","$3,863.40 ",20170101
123,DRG,NEUROLOGICAL EYE DISORDERS,N,"$3,036.39 ","$10,192.22 ","$4,821.80 ","$10,192.22 ",20170101
124,DRG,OTHER DISORDERS OF THE EYE W MCC,N,"$3,372.97 ","$6,797.25 ","$5,441.99 ","$6,797.25 ",20170101
125,DRG,OTHER DISORDERS OF THE EYE W/O MCC,N,"$3,185.76 ","$6,151.94 ","$5,152.43 ","$6,151.94 ",20170101
129,DRG,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,S,"$3,859.61 ","$19,735.89 ","$7,027.06 ","$19,735.89 ",20170101
130,DRG,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,S,"$3,560.36 ","$23,819.60 ","$6,255.93 ","$23,819.60 ",20170101
131,DRG,CRANIAL/FACIAL PROCEDURES W CC/MCC,S,"$4,023.08 ","$18,969.11 ","$8,007.06 ","$18,969.11 ",20170101
132,DRG,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,S,"$4,980.48 ","$31,332.60 ","$9,446.14 ","$31,332.60 ",20170101
133,DRG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",S,"$3,161.66 ","$12,203.34 ","$5,965.15 ","$12,203.34 ",20170101
134,DRG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",S,"$3,291.95 ","$18,203.64 ","$6,003.20 ","$18,203.64 ",20170101
135,DRG,SINUS & MASTOID PROCEDURES W CC/MCC,S,"$3,139.90 ","$13,267.82 ","$5,810.52 ","$13,267.82 ",20170101
136,DRG,SINUS & MASTOID PROCEDURES W/O CC/MCC,S,"$3,629.73 ","$21,421.43 ","$6,093.96 ","$21,421.43 ",20170101
137,DRG,MOUTH PROCEDURES W CC/MCC,S,"$2,846.99 ","$8,606.37 ","$5,625.79 ","$8,606.37 ",20170101
138,DRG,MOUTH PROCEDURES W/O CC/MCC,S,"$3,115.39 ","$12,138.52 ","$5,066.08 ","$12,138.52 ",20170101
139,DRG,SALIVARY GLAND PROCEDURES,S,"$3,364.45 ","$21,682.92 ","$6,513.57 ","$21,682.92 ",20170101
146,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",N,"$2,982.96 ","$5,793.99 ","$5,594.60 ","$5,793.99 ",20170101
147,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",N,"$2,909.15 ","$5,783.60 ","$4,810.38 ","$5,783.60 ",20170101
148,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",N,"$2,284.49 ","$6,081.92 ","$4,660.13 ","$6,081.92 ",20170101
149,DRG,DYSEQUILIBRIUM,N,"$3,258.27 ","$9,077.62 ","$5,127.45 ","$9,077.62 ",20170101
150,DRG,EPISTAXIS W MCC,N,"$3,219.42 ","$7,253.12 ","$5,503.98 ","$7,253.12 ",20170101
151,DRG,EPISTAXIS W/O MCC,N,"$3,106.39 ","$5,680.50 ","$5,344.35 ","$5,680.50 ",20170101
152,DRG,OTITIS MEDIA & URI W MCC,N,"$3,050.26 ","$5,972.14 ","$5,024.07 ","$5,972.14 ",20170101
153,DRG,OTITIS MEDIA & URI W/O MCC,N,"$2,654.90 ","$5,057.10 ","$4,332.75 ","$5,057.10 ",20170101
154,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",N,"$3,089.12 ","$7,173.19 ","$5,716.08 ","$7,173.19 ",20170101
155,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",N,"$2,896.81 ","$6,197.84 ","$4,996.47 ","$6,197.84 ",20170101
156,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",N,"$2,839.86 ","$6,167.67 ","$5,099.60 ","$6,167.67 ",20170101
157,DRG,DENTAL & ORAL DISEASES W MCC,N,"$3,317.53 ","$7,545.28 ","$5,956.99 ","$7,545.28 ",20170101
158,DRG,DENTAL & ORAL DISEASES W CC,N,"$2,947.93 ","$6,042.11 ","$4,845.47 ","$6,042.11 ",20170101
159,DRG,DENTAL & ORAL DISEASES W/O CC/MCC,N,"$3,256.41 ","$7,528.20 ","$5,694.10 ","$7,528.20 ",20170101
163,DRG,MAJOR CHEST PROCEDURES W MCC,S,"$3,116.83 ","$11,832.42 ","$5,591.02 ","$11,832.42 ",20170101
164,DRG,MAJOR CHEST PROCEDURES W CC,S,"$3,469.33 ","$14,014.90 ","$5,266.49 ","$14,014.90 ",20170101
165,DRG,MAJOR CHEST PROCEDURES W/O CC/MCC,S,"$3,081.30 ","$15,881.51 ","$4,557.93 ","$15,881.51 ",20170101
166,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,S,"$2,939.09 ","$9,194.15 ","$5,129.84 ","$9,194.15 ",20170101
167,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W CC,S,"$3,032.25 ","$10,125.12 ","$5,108.83 ","$10,125.12 ",20170101
168,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,736.48 ","$11,560.04 ","$4,493.20 ","$11,560.04 ",20170101
175,DRG,PULMONARY EMBOLISM W MCC,N,"$2,660.91 ","$6,651.26 ","$4,520.46 ","$6,651.26 ",20170101
176,DRG,PULMONARY EMBOLISM W/O MCC,N,"$2,668.73 ","$6,359.98 ","$4,400.51 ","$6,359.98 ",20170101
177,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,N,"$2,710.87 ","$6,203.71 ","$4,697.29 ","$6,203.71 ",20170101
178,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,N,"$2,788.52 ","$5,879.99 ","$4,736.06 ","$5,879.99 ",20170101
179,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,N,"$2,586.55 ","$5,448.49 ","$4,584.59 ","$5,448.49 ",20170101
180,DRG,RESPIRATORY NEOPLASMS W MCC,N,"$2,821.85 ","$7,102.46 ","$4,717.36 ","$7,102.46 ",20170101
181,DRG,RESPIRATORY NEOPLASMS W CC,N,"$2,912.13 ","$7,014.20 ","$4,765.29 ","$7,014.20 ",20170101
182,DRG,RESPIRATORY NEOPLASMS W/O CC/MCC,N,"$1,530.62 ","$4,488.69 ","$2,565.36 ","$4,488.69 ",20170101
183,DRG,MAJOR CHEST TRAUMA W MCC,N,"$3,327.32 ","$7,437.67 ","$6,641.13 ","$7,437.67 ",20170101
184,DRG,MAJOR CHEST TRAUMA W CC,N,"$3,310.69 ","$7,658.56 ","$6,709.70 ","$7,658.56 ",20170101
185,DRG,MAJOR CHEST TRAUMA W/O CC/MCC,N,"$3,472.80 ","$7,902.75 ","$6,980.88 ","$7,902.75 ",20170101
186,DRG,PLEURAL EFFUSION W MCC,N,"$2,621.33 ","$6,559.76 ","$4,415.94 ","$6,559.76 ",20170101
187,DRG,PLEURAL EFFUSION W CC,N,"$2,855.64 ","$6,722.46 ","$4,635.16 ","$6,722.46 ",20170101
188,DRG,PLEURAL EFFUSION W/O CC/MCC,N,"$2,589.76 ","$6,439.52 ","$4,181.36 ","$6,439.52 ",20170101
189,DRG,PULMONARY EDEMA & RESPIRATORY FAILURE,N,"$2,510.49 ","$5,716.63 ","$4,356.78 ","$5,716.63 ",20170101
190,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,N,"$2,404.12 ","$5,730.83 ","$4,170.21 ","$5,730.83 ",20170101
191,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,N,"$2,338.55 ","$5,433.49 ","$3,989.87 ","$5,433.49 ",20170101
192,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,N,"$2,112.40 ","$5,048.15 ","$3,791.86 ","$5,048.15 ",20170101
193,DRG,SIMPLE PNEUMONIA & PLEURISY W MCC,N,"$2,558.97 ","$6,323.01 ","$4,455.74 ","$6,323.01 ",20170101
194,DRG,SIMPLE PNEUMONIA & PLEURISY W CC,N,"$2,463.89 ","$5,463.42 ","$4,226.80 ","$5,463.42 ",20170101
195,DRG,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,N,"$2,150.75 ","$4,788.62 ","$3,858.61 ","$4,788.62 ",20170101
196,DRG,INTERSTITIAL LUNG DISEASE W MCC,N,"$2,869.97 ","$5,940.39 ","$4,894.34 ","$5,940.39 ",20170101
197,DRG,INTERSTITIAL LUNG DISEASE W CC,N,"$2,892.64 ","$6,144.68 ","$4,877.93 ","$6,144.68 ",20170101
198,DRG,INTERSTITIAL LUNG DISEASE W/O CC/MCC,N,"$2,862.15 ","$6,203.17 ","$4,663.59 ","$6,203.17 ",20170101
199,DRG,PNEUMOTHORAX W MCC,N,"$2,710.18 ","$5,951.19 ","$4,758.14 ","$5,951.19 ",20170101
200,DRG,PNEUMOTHORAX W CC,N,"$2,742.24 ","$5,932.97 ","$4,719.93 ","$5,932.97 ",20170101
201,DRG,PNEUMOTHORAX W/O CC/MCC,N,"$2,287.20 ","$4,920.06 ","$3,907.50 ","$4,920.06 ",20170101
202,DRG,BRONCHITIS & ASTHMA W CC/MCC,N,"$2,670.55 ","$5,758.23 ","$4,575.86 ","$5,758.23 ",20170101
203,DRG,BRONCHITIS & ASTHMA W/O CC/MCC,N,"$2,405.04 ","$5,018.11 ","$4,254.10 ","$5,018.11 ",20170101
204,DRG,RESPIRATORY SIGNS & SYMPTOMS,N,"$2,853.73 ","$7,669.35 ","$4,575.83 ","$7,669.35 ",20170101
205,DRG,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,N,"$3,239.70 ","$7,976.28 ","$5,551.98 ","$7,976.28 ",20170101
206,DRG,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,N,"$3,130.44 ","$7,957.15 ","$5,241.26 ","$7,957.15 ",20170101
207,DRG,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,N,"$2,844.56 ","$8,246.25 ","$5,278.54 ","$8,246.25 ",20170101
208,DRG,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,N,"$2,788.27 ","$9,253.80 ","$5,391.26 ","$9,253.80 ",20170101
215,DRG,OTHER HEART ASSIST SYSTEM IMPLANT,S,"$3,384.81 ","$31,990.43 ","$7,223.89 ","$31,990.43 ",20170101
216,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,S,"$3,790.90 ","$22,355.30 ","$6,588.36 ","$22,355.30 ",20170101
217,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,S,"$3,984.98 ","$25,347.71 ","$6,441.44 ","$25,347.71 ",20170101
218,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,S,"$3,443.37 ","$29,875.82 ","$5,950.21 ","$29,875.82 ",20170101
219,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,S,"$3,986.76 ","$25,002.18 ","$7,014.55 ","$25,002.18 ",20170101
220,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,S,"$3,790.85 ","$28,021.03 ","$6,404.26 ","$28,021.03 ",20170101
221,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,S,"$3,526.57 ","$33,495.32 ","$6,064.83 ","$33,495.32 ",20170101
222,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,S,"$3,614.53 ","$25,075.60 ","$6,015.98 ","$25,075.60 ",20170101
