124,TRUE,2009-08-06,VERIFIED,109,PRC*5.1*126 ,Routine,IFCAP,
125,TRUE,2009-08-06,VERIFIED,281,PSO*7*320 ,Routine,OUTPATIENT PHARMACY,
126,TRUE,2009-08-11,VERIFIED,199,PSN*4*212 ,Routine,NATIONAL DRUG FILE,NDF4P212.KID
127,TRUE,2009-08-11,VERIFIED,454,SD*5.3*538 ,Routine,SCHEDULING,
128,TRUE,2009-08-13,VERIFIED,382,IB*2*400 ,Routine,INTEGRATED BILLING,
129,TRUE,2009-08-13,VERIFIED,234,PRCA*4.5*258 ,Routine,ACCOUNTS RECEIVABLE,
130,TRUE,2009-08-18,VERIFIED,94,EC*2*76 ,Routine,EVENT CAPTURE,EC2_0P76.KID
131,TRUE,2009-08-18,VERIFIED,95,EC*2*102 ,Routine,EVENT CAPTURE,
132,TRUE,2009-08-20,VERIFIED,110,PRS*4*107 ,Routine,PAID,
133,TRUE,2009-08-20,VERIFIED,200,PSN*4*140 ,Routine,NATIONAL DRUG FILE,NDF4P140.KID
134,TRUE,2009-08-26,VERIFIED,383,IB*2*419 ,Routine,INTEGRATED BILLING,
135,TRUE,2009-08-26,VERIFIED,40,ICD*18*42 ,Routine,DRG GROUPER,
136,TRUE,2009-08-27,VERIFIED,57,GMRC*3*65 ,Routine,CONSULT/REQUEST TRACKING,
137,TRUE,2009-08-27,VERIFIED,58,GMRC*3*69 ,Routine,CONSULT/REQUEST TRACKING,
138,TRUE,2009-08-27,VERIFIED,273,OR*3*296 ,Routine,ORDER ENTRY/RESULTS REPORTING,OR_30_296.KID
139,TRUE,2009-08-27,VERIFIED,201,PSN*4*213 ,Routine,NATIONAL DRUG FILE,NDF4P213.KID
140,TRUE,2009-08-27,VERIFIED,202,PSN*4*214 ,Routine,NATIONAL DRUG FILE,NDF4P214.KID
141,TRUE,2009-08-27,VERIFIED,82,YS*5.01*98 ,Routine,MENTAL HEALTH,YS_501_98.KID
142,TRUE,2009-08-31,VERIFIED,59,GMRC*3*44 ,Routine,CONSULT/REQUEST TRACKING,
143,TRUE,2009-08-31,VERIFIED,110,PRC*5.1*130 ,Enhancement,IFCAP,
144,TRUE,2009-09-01,VERIFIED,384,IB*2*417 ,Routine,INTEGRATED BILLING,
145,TRUE,2009-09-02,VERIFIED,61,LEX*2*55 ,Routine,LEXICON UTILITY,LEX_RA_BIRADS_97.KID combined with RA*5*97
146,TRUE,2009-09-02,VERIFIED,87,RA*5*97 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,installed with LEX*2*55
147,TRUE,2009-09-04,VERIFIED,19,OOPS*2*20 ,Data Dictionary,ASISTS,OOPS2_P20.EXE
148,TRUE,2009-09-08,VERIFIED,96,EC*2*101 ,Routine,EVENT CAPTURE,
149,TRUE,2009-09-08,VERIFIED,203,PSN*4*215 ,Routine,NATIONAL DRUG FILE,NDF4P215.KID
150,TRUE,2009-09-14,VERIFIED,311,LR*5.2*392 ,,LABORATORY,
151,TRUE,2009-09-14,VERIFIED,423,XU*8*527 ,Routine,KERNEL,
152,TRUE,2009-09-15,VERIFIED,455,SD*5.3*557 ,Routine,SCHEDULING,
153,TRUE,2009-09-15,VERIFIED,424,XU*8*520 ,Routine,KERNEL,
154,TRUE,2009-09-16,VERIFIED,108,ECX*3*122 ,Routine,DSS EXTRACTS,
155,TRUE,2009-09-16,VERIFIED,84,EN*7*89 ,Routine,ENGINEERING,
156,TRUE,2009-09-16,VERIFIED,385,IB*2*422 ,Routine,INTEGRATED BILLING,
157,TRUE,2009-09-17,VERIFIED,717,DG*5.3*813 ,Routine,REGISTRATION,requires IB*2*422
158,TRUE,2009-09-17,VERIFIED,129,DVBA*2.7*140 ,Enhancement,AUTOMATED MED INFO EXCHANGE,Install before XU*8*522
159,TRUE,2009-09-17,VERIFIED,274,OR*3*302 ,Routine,ORDER ENTRY/RESULTS REPORTING,installed with SD*5.3*536
160,TRUE,2009-09-17,VERIFIED,456,SD*5.3*536 ,Routine,SCHEDULING,SD_5_3_P536.KID
161,TRUE,2009-09-23,VERIFIED,718,DG*5.3*759 ,Routine,REGISTRATION,
162,TRUE,2009-09-23,VERIFIED,132,RMPR*3*83 ,Data Dictionary,PROSTHETICS,
163,TRUE,2009-09-23,VERIFIED,133,RMPR*3*125 ,Data Dictionary,PROSTHETICS,
164,TRUE,2009-09-24,VERIFIED,41,ICD*18*43 ,Routine,DRG GROUPER,
165,TRUE,2009-09-24,VERIFIED,204,PSN*4*216 ,Routine,NATIONAL DRUG FILE,NDF4P216.KID
166,TRUE,2009-09-24,VERIFIED,205,PSN*4*217 ,Routine,NATIONAL DRUG FILE,NDF4P217.KID
167,TRUE,2009-09-24,VERIFIED,38,XM*8*41 ,Routine,MAILMAN,
168,TRUE,2009-09-25,VERIFIED,720,DG*5.3*810 ,Routine,REGISTRATION,
169,TRUE,2009-09-25,VERIFIED,312,LR*5.2*315 ,,LABORATORY,
170,TRUE,2009-09-25,VERIFIED,275,OR*3*268 ,Routine,ORDER ENTRY/RESULTS REPORTING,
171,TRUE,2009-09-25,VERIFIED,9,ROR*1.5*9 ,Routine,CLINICAL CASE REGISTRIES,
172,TRUE,2009-09-28,VERIFIED,21,HBH*1*24 ,Routine,HOSPITAL BASED HOME CARE,
173,TRUE,2009-09-28,VERIFIED,193,PSJ*5*193 ,Routine,INPATIENT MEDICATIONS,
174,TRUE,2009-09-28,VERIFIED,206,PSN*4*100 ,Routine,NATIONAL DRUG FILE,
175,TRUE,2009-09-28,VERIFIED,88,RA*5*94 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,
176,TRUE,2009-10-01,VERIFIED,313,LR*5.2*398 ,,LABORATORY,,
177,TRUE,2009-10-01,VERIFIED,425,XU*8*494 ,Routine,KERNEL,,
178,TRUE,2009-10-01,VERIFIED,426,XU*8*519 ,Routine,KERNEL,,
179,TRUE,2009-10-05,VERIFIED,721,DG*5.3*804 ,Routine,REGISTRATION,,
180,TRUE,2009-10-05,VERIFIED,207,PSN*4*218 ,Routine,NATIONAL DRUG FILE,NDF4P218.KID,
181,TRUE,2009-10-06,VERIFIED,194,PSJ*5*207 ,Routine,INPATIENT MEDICATIONS,,
182,TRUE,2009-10-07,VERIFIED,164,SR*3*170 ,Enhancement,SURGERY,,
183,TRUE,2009-10-08,VERIFIED,427,XU*8*525 ,Routine,KERNEL,,
184,FALSE,2009-10-13,VERIFIED,55,DENT*1.2*57 ,Data Dictionary,DENTAL,PROHIBITED FROM FOIA DUE TO COPYRIGHT,
185,FALSE,2009-10-14,ENTERED IN ERROR,111,PRC*5.1*127 ,ENTERED IN ERROR,IFCAP,,
186,TRUE,2009-10-14,VERIFIED,131,PSS*1*140 ,Routine,PHARMACY DATA MANAGEMENT,,
187,TRUE,2009-10-15,VERIFIED,77,EAS*1*81 ,Routine,ENROLLMENT APPLICATION SYSTEM,,
188,TRUE,2009-10-15,VERIFIED,109,ECX*3*119 ,Routine,DSS EXTRACTS,,
189,TRUE,2009-10-15,VERIFIED,386,IB*2*407 ,Routine,INTEGRATED BILLING,,
190,TRUE,2009-10-15,VERIFIED,42,ICD*18*44 ,Informational,DRG GROUPER,installed with LEX_2_67.GBL,
191,TRUE,2009-10-15,VERIFIED,47,ICPT*6*49 ,Informational,CPT/HCPCS CODES,Installed with LEX_2_67.GBL,
192,TRUE,2009-10-15,VERIFIED,62,LEX*2*67 ,Data Dictionary,LEXICON UTILITY,LEX_2_67.GBL
193,TRUE,2009-10-19,VERIFIED,130,DVBA*2.7*147 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
194,TRUE,2009-10-19,VERIFIED,208,PSN*4*219 ,Routine,NATIONAL DRUG FILE,NDF4P219.KID
195,TRUE,2009-10-19,VERIFIED,209,PSN*4*220 ,Routine,NATIONAL DRUG FILE,NDF4P220.KID
196,TRUE,2009-10-21,VERIFIED,235,PRCA*4.5*219 ,Routine,ACCOUNTS RECEIVABLE,
197,TRUE,2009-10-21,VERIFIED,111,PRS*4*115 ,Routine,PAID,
198,TRUE,2009-10-26,VERIFIED,195,PSJ*5*215 ,Routine,INPATIENT MEDICATIONS,
199,TRUE,2009-10-27,VERIFIED,97,EC*2*105 ,Routine,EVENT CAPTURE,
200,TRUE,2009-10-28,VERIFIED,44,ES*1*46 ,Routine,POLICE & SECURITY,
201,FALSE,2009-10-28,VERIFIED,60,MAG*3*54 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P54.KID
202,TRUE,2009-10-29,VERIFIED,387,IB*2*376 ,Data Dictionary,INTEGRATED BILLING,
203,TRUE,2009-10-30,VERIFIED,314,LR*5.2*395 ,Routine,LABORATORY,
204,TRUE,2009-11-04,VERIFIED,388,IB*2*421 ,Routine,INTEGRATED BILLING,
205,TRUE,2009-11-05,VERIFIED,50,ONC*2.11*50 ,Data Dictionary,ONCOLOGY,ONC211P50.KID
206,TRUE,2009-11-09,VERIFIED,43,ICD*18*45 ,Routine,DRG GROUPER,
207,TRUE,2009-11-09,VERIFIED,37,PSB*3*33 ,Routine,BAR CODE MED ADMIN,
208,TRUE,2009-11-09,VERIFIED,196,PSJ*5*184 ,Routine,INPATIENT MEDICATIONS,
209,TRUE,2009-11-09,VERIFIED,197,PSJ*5*190 ,Routine,INPATIENT MEDICATIONS,
210,TRUE,2009-11-09,VERIFIED,231,TIU*1*237 ,Routine,TEXT INTEGRATION UTILITY,
211,TRUE,2009-11-10,VERIFIED,131,DVBA*2.7*146 ,Routine,AUTOMATED MED INFO EXCHANGE,
212,TRUE,2009-11-10,VERIFIED,17,GMRV*5*23 ,Routine,GEN. MED. REC. - VITALS,
213,TRUE,2009-11-10,VERIFIED,389,IB*2*423 ,Routine,INTEGRATED BILLING,NO CHARGE FILES INCLUDED
214,TRUE,2009-11-12,VERIFIED,236,PRCA*4.5*259 ,Routine,ACCOUNTS RECEIVABLE,
215,TRUE,2009-11-12,VERIFIED,210,PSN*4*221 ,Routine,NATIONAL DRUG FILE,NDF4P221.KID
216,TRUE,2009-11-13,VERIFIED,110,ECX*3*120 ,Routine,DSS EXTRACTS,
217,TRUE,2009-11-16,VERIFIED,85,GMTS*2.7*89 ,Routine,HEALTH SUMMARY,Installed with PXRM*2*12
218,TRUE,2009-11-16,VERIFIED,276,OR*3*295 ,Routine,ORDER ENTRY/RESULTS REPORTING,installed with PXRM*2*12
219,TRUE,2009-11-16,VERIFIED,12,PXRM*2*12 ,Routine,CLINICAL REMINDERS,PXRM_2_0_12_MPG.KID
220,TRUE,2009-11-16,VERIFIED,232,TIU*1*249 ,Routine,TEXT INTEGRATION UTILITY,installed with PXRM*2*12
221,TRUE,2009-11-23,VERIFIED,390,IB*2*393 ,Routine,INTEGRATED BILLING,
222,TRUE,2009-11-24,VERIFIED,211,PSN*4*181 ,Enhancement,NATIONAL DRUG FILE,
223,TRUE,2009-11-24,VERIFIED,283,PSO*7*326 ,Enhancement,OUTPATIENT PHARMACY,
224,TRUE,2009-11-30,VERIFIED,722,DG*5.3*816 ,Other,REGISTRATION,
225,TRUE,2009-11-30,VERIFIED,48,MPIF*1*52 ,Enhancement,MASTER PATIENT INDEX VISTA,"Requires XT*7.3*113, MPIF*1*35, MPIF*1*39, MPIF*1*43, MPIF*1*48"
226,TRUE,2009-11-30,VERIFIED,212,PSN*4*222 ,Routine,NATIONAL DRUG FILE,NDF4P222.KID
227,TRUE,2009-11-30,VERIFIED,213,PSN*4*223,Routine,NATIONAL DRUG FILE,NDF4P223.KID
228,TRUE,2009-11-30,VERIFIED,53,RG*1*55  ,Routine,CLINICAL INFO RESOURCE NETWORK,
229,TRUE,2009-11-30,VERIFIED,54,RG*1*54  ,Routine,CLINICAL INFO RESOURCE NETWORK,requires RG*1*48 and RG*1*52
230,TRUE,2009-11-30,VERIFIED,94,XT*7.3*113 ,Routine,KERNEL TOOLKIT,"requires XT*7.3*42, XT*7.3*43, XT*7.3*47, and XT*7.3*113"
231,TRUE,2009-12-01,VERIFIED,132,DVBA*2.7*144 ,Routine,AUTOMATED MED INFO EXCHANGE,
232,TRUE,2009-12-01,VERIFIED,38,PSB*3*47 ,Routine,BAR CODE MED ADMIN,
233,TRUE,2009-12-01,VERIFIED,132,PSS*1*141 ,Data Dictionary,PHARMACY DATA MANAGEMENT,
234,TRUE,2009-12-01,VERIFIED,14,WEBV*1*17 ,Informational,VISTA WEB,
235,TRUE,2009-12-02,VERIFIED,133,DVBA*2.7*142 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
236,TRUE,2009-12-03,VERIFIED,284,PSO*7*308 ,Routine,OUTPATIENT PHARMACY,
237,TRUE,2009-12-04,VERIFIED,112,PRC*5.1*136 ,Routine,IFCAP,
238,TRUE,2009-12-07,VERIFIED,214,PSN*4*224 ,Routine,NATIONAL DRUG FILE,NDF4P224.KID
239,TRUE,2009-12-09,VERIFIED,113,PRC*5.1*123 ,Routine,IFCAP,installed with RMPR*3*151
240,TRUE,2009-12-09,VERIFIED,134,RMPR*3*151 ,Routine,PROSTHETICS,RMPR_3_P151.KID includes PRC*5.1*123,
241,TRUE,2009-12-11,VERIFIED,391,IB*2*413 ,Enhancement,INTEGRATED BILLING,,
242,TRUE,2009-12-11,VERIFIED,117,IVM*2*135 ,Routine,INCOME VERIFICATION MATCH,,
243,FALSE,2009-12-13,NEW PACKAGE,,DSIV*2.2,NEW PACKAGE,INSURANCE CAPTURE BUFFER,PROHIBITED FROM FOIA DUE TO COPYRIGHT,
244,TRUE,2009-12-14,VERIFIED,114,PRC*5.1*121 ,Routine,IFCAP,,
245,TRUE,2009-12-15,VERIFIED,457,SD*5.3*549 ,Routine,SCHEDULING,,
246,TRUE,2009-12-21,VERIFIED,723,DG*5.3*818 ,Routine,REGISTRATION,DG_53_P818.KID combined with EAS*1*98 & IB*2*425,
247,TRUE,2009-12-21,VERIFIED,78,EAS*1*98 ,Routine,ENROLLMENT APPLICATION SYSTEM,Installed with DG*5.3*818,
248,TRUE,2009-12-21,VERIFIED,215,PSN*4*225 ,Routine,NATIONAL DRUG FILE,NDF4P225.KID,
