32,FALSE,2010-02-12,NEW PACKAGE,,DSIF*3.2*0,NEW PACKAGE,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT,
33,TRUE,2010-02-17,VERIFIED,115,PRC*5.1*132 ,Routine,IFCAP,,
34,TRUE,2010-02-17,VERIFIED,288,PSO*7*324 ,Enhancement,OUTPATIENT PHARMACY,,
35,TRUE,2010-02-17,VERIFIED,60,PSX*2*68 ,Enhancement,CMOP,,
36,TRUE,2010-02-17,VERIFIED,149,PX*1*189 ,Routine,PCE PATIENT CARE ENCOUNTER,,
37,TRUE,2010-02-17,VERIFIED,430,XU*8*474 ,Enhancement,KERNEL,requires XU*8*407 and XT*7.3*11,
38,TRUE,2010-02-17,VERIFIED,431,XU*8*531 ,Routine,KERNEL,,
39,TRUE,2010-02-22,VERIFIED,199,PSJ*5*214 ,Routine,INPATIENT MEDICATIONS,,
40,TRUE,2010-02-22,VERIFIED,221,PSN*4*193 ,Data Dictionary,NATIONAL DRUG FILE,,
41,TRUE,2010-02-23,VERIFIED,60,GMRC*3*70 ,Routine,CONSULT/REQUEST TRACKING,,
42,TRUE,2010-02-23,VERIFIED,396,IB*2*427 ,Enhancement,INTEGRATED BILLING,NO CHARGE FILES INCLUDED,
43,TRUE,2010-02-23,VERIFIED,289,PSO*7*337 ,Routine,OUTPATIENT PHARMACY,,
44,TRUE,2010-02-23,VERIFIED,89,RA*5*99 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,,
45,FALSE,2010-02-24,ENTERED IN ERROR,142,DI*22*161 ,ENTERED IN ERROR,VA FILEMAN,,
46,TRUE,2010-02-24,VERIFIED,143,DI*22*162 ,Routine,VA FILEMAN,,
47,TRUE,2010-02-24,VERIFIED,233,TIU*1*232 ,Routine,TEXT INTEGRATION UTILITY,,
48,TRUE,2010-02-25,VERIFIED,725,DG*5.3*805 ,Routine,REGISTRATION,
49,TRUE,2010-02-25,VERIFIED,79,EAS*1*93 ,Routine,ENROLLMENT APPLICATION SYSTEM,
50,TRUE,2010-02-25,VERIFIED,119,IVM*2*139 ,Routine,INCOME VERIFICATION MATCH,
51,TRUE,2010-02-25,VERIFIED,120,IVM*2*144 ,Routine,INCOME VERIFICATION MATCH,
52,TRUE,2010-02-25,VERIFIED,222,PSN*4*232 ,Routine,NATIONAL DRUG FILE,NDF4P232.KID
53,TRUE,2010-02-25,VERIFIED,223,PSN*4*233 ,Routine,NATIONAL DRUG FILE,NDF4P233.KID
54,TRUE,2010-03-02,VERIFIED,133,PSS*1*147 ,Routine,PHARMACY DATA MANAGEMENT,
55,TRUE,2010-03-02,VERIFIED,95,XT*7.3*121 ,Routine,KERNEL TOOLKIT,
56,TRUE,2010-03-08,VERIFIED,224,PSN*4*234 ,Routine,NATIONAL DRUG FILE,NDF4P234.KID
57,TRUE,2010-03-08,VERIFIED,459,SD*5.3*543 ,Routine,SCHEDULING,
58,TRUE,2010-03-15,VERIFIED,135,RMPR*3*154 ,Routine,PROSTHETICS,
59,TRUE,2010-03-16,VERIFIED,460,SD*5.3*547 ,Routine,SCHEDULING,
60,TRUE,2010-03-17,VERIFIED,278,OR*3*307 ,Routine,ORDER ENTRY/RESULTS REPORTING,
61,TRUE,2010-03-17,VERIFIED,90,RA*5*100 ,Input Template,RADIOLOGY/NUCLEAR MEDICINE,
62,TRUE,2010-03-17,VERIFIED,461,SD*5.3*546 ,Informational,SCHEDULING,
63,TRUE,2010-03-23,VERIFIED,43,RT*2*46 ,Routine,RECORD TRACKING,requires RT*2*3 and RT*2*6
64,TRUE,2010-03-24,VERIFIED,86,GMTS*2.7*93 ,Routine,HEALTH SUMMARY,
65,TRUE,2010-03-24,VERIFIED,279,OR*3*309 ,Routine,ORDER ENTRY/RESULTS REPORTING,
66,TRUE,2010-03-25,VERIFIED,225,PSN*4*235 ,Routine,NATIONAL DRUG FILE,NDF4P235.KID
67,TRUE,2010-03-25,VERIFIED,226,PSN*4*236 ,Routine,NATIONAL DRUG FILE,NDF4P236.KID
68,TRUE,2010-03-25,VERIFIED,2,XOBV*1.5*2 ,Informational,VISTALINK,
69,TRUE,2010-03-26,VERIFIED,726,DG*5.3*800 ,Data Dictionary,REGISTRATION,"Requires DG*5.3*449, DG*5.3*697, DG*5.3*707 & XWB*1.1*54"
70,TRUE,2010-03-26,VERIFIED,41,XWB*1.1*54 ,Routine,RPC BROKER,
71,TRUE,2010-03-30,VERIFIED,136,RMPR*3*150 ,Routine,PROSTHETICS,
72,TRUE,2010-03-31,VERIFIED,290,PSO*7*335 ,Routine,OUTPATIENT PHARMACY,
73,TRUE,2010-04-05,VERIFIED,291,PSO*7*338 ,Routine,OUTPATIENT PHARMACY,
74,TRUE,2010-04-05,VERIFIED,96,XT*7.3*124 ,Routine,KERNEL TOOLKIT,
75,TRUE,2010-04-06,VERIFIED,20,FH*5.5*22 ,Routine,DIETETICS,
76,TRUE,2010-04-06,VERIFIED,21,FH*5.5*23 ,Routine,DIETETICS,
77,TRUE,2010-04-12,VERIFIED,227,PSN*4*237 ,Routine,NATIONAL DRUG FILE,NDF4P237.KID
78,TRUE,2010-04-13,VERIFIED,727,DG*5.3*820 ,Routine,REGISTRATION,
79,TRUE,2010-04-14,VERIFIED,137,RMPR*3*153 ,Routine,PROSTHETICS,
80,TRUE,2010-04-15,VERIFIED,113,PRS*4*119 ,Routine,PAID,
81,TRUE,2010-04-20,VERIFIED,397,IB*2*424 ,Routine,INTEGRATED BILLING,
82,TRUE,2010-04-20,VERIFIED,432,XU*8*536 ,Routine,KERNEL,
83,TRUE,2010-04-21,VERIFIED,100,FB*3.5*111 ,Other,FEE BASIS,FEE3_5P111.KID
84,TRUE,2010-04-21,VERIFIED,228,PSN*4*238 ,Routine,NATIONAL DRUG FILE,NDF4P238.KID
85,TRUE,2010-04-21,VERIFIED,229,PSN*4*239 ,Routine,NATIONAL DRUG FILE,NDF4P239.KID
86,TRUE,2010-04-22,VERIFIED,116,PRC*5.1*135 ,Routine,IFCAP,
87,TRUE,2010-04-23,VERIFIED,237,PRCA*4.5*233 ,Print Template,ACCOUNTS RECEIVABLE,
88,TRUE,2010-04-26,VERIFIED,18,GMRV*5*24 ,Routine,GEN. MED. REC. - VITALS,
89,TRUE,2010-04-26,VERIFIED,49,ICPT*6*51 ,Informational,CPT/HCPCS CODES,Installed with LEX_2_69.GBL
90,TRUE,2010-04-26,VERIFIED,64,LEX*2*69 ,Enhancement,LEXICON UTILITY,LEX_2_69.GBL
91,TRUE,2010-04-27,VERIFIED,462,SD*5.3*509 ,Routine,SCHEDULING,
92,TRUE,2010-04-28,VERIFIED,433,XU*8*523 ,Routine,KERNEL,
93,TRUE,2010-04-28,VERIFIED,434,XU*8*524 ,Routine,KERNEL,
94,TRUE,2010-04-28,VERIFIED,42,XWB*1.1*53 ,Routine,RPC BROKER,
95,TRUE,2010-04-29,VERIFIED,111,ECX*3*125 ,Routine,DSS EXTRACTS,
96,TRUE,2010-04-29,VERIFIED,10,ROR*1.5*10 ,Routine,CLINICAL CASE REGISTRIES,
97,TRUE,2010-05-03,VERIFIED,134,DVBA*2.7*143 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
98,TRUE,2010-05-04,VERIFIED,292,PSO*7*312 ,Routine,OUTPATIENT PHARMACY,
99,TRUE,2010-05-04,VERIFIED,463,SD*5.3*544 ,Routine,SCHEDULING,
100,FALSE,2010-05-06,VERIFIED,63,MAG*3*111 ,Enhancement,IMAGING,Prohibited from FOIA MAG3_0P111.KID
101,TRUE,2010-05-10,VERIFIED,230,PSN*4*240 ,Routine,NATIONAL DRUG FILE,NDF4P240.KID
102,TRUE,2010-05-10,VERIFIED,165,SR*3*171 ,Routine,SURGERY,
103,TRUE,2010-05-12,VERIFIED,80,EAS*1*88 ,Routine,ENROLLMENT APPLICATION SYSTEM,
104,TRUE,2010-05-17,VERIFIED,121,IVM*2*142 ,Routine,INCOME VERIFICATION MATCH,
105,TRUE,2010-05-17,VERIFIED,293,PSO*7*298 ,Routine,OUTPATIENT PHARMACY,
106,TRUE,2010-05-17,VERIFIED,14,PSU*4*16 ,Routine,PHARMACY BENEFITS MANAGEMENT,
107,TRUE,2010-05-18,VERIFIED,231,PSN*4*108 ,Data Dictionary,NATIONAL DRUG FILE,
108,TRUE,2010-05-20,VERIFIED,85,EN*7*90 ,Routine,ENGINEERING,
109,TRUE,2010-05-20,VERIFIED,294,PSO*7*345 ,Routine,OUTPATIENT PHARMACY,
110,TRUE,2010-05-25,VERIFIED,135,DVBA*2.7*151 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
111,TRUE,2010-05-25,VERIFIED,45,ICD*18*46 ,Routine,DRG GROUPER,
112,TRUE,2010-05-26,VERIFIED,232,PSN*4*241 ,Routine,NATIONAL DRUG FILE,NDF4P241.KID
113,TRUE,2010-05-26,VERIFIED,233,PSN*4*242 ,Routine,NATIONAL DRUG FILE,NDF4P242.KID
114,TRUE,2010-05-26,VERIFIED,295,PSO*7*347 ,Routine,OUTPATIENT PHARMACY,
115,TRUE,2010-05-26,VERIFIED,296,PSO*7*336 ,Routine,OUTPATIENT PHARMACY,
116,TRUE,2010-06-01,VERIFIED,13,PXRM*2*17 ,Enhancement,CLINICAL REMINDERS,POLYTRAUMA_MARKER.KID includes USR*1*33
117,TRUE,2010-06-01,VERIFIED,32,USR*1*33 ,Routine,AUTHORIZATION/SUBSCRIPTION,"requires USR*1*15, USR*1*18, USR*1*22"
118,TRUE,2010-06-02,VERIFIED,297,PSO*7*341 ,Routine,OUTPATIENT PHARMACY,
119,TRUE,2010-06-03,VERIFIED,234,TIU*1*244 ,Routine,TEXT INTEGRATION UTILITY,
120,TRUE,2010-06-03,VERIFIED,167,XM*DBA*173 ,Data Base,MAILMAN,
121,TRUE,2010-06-03,VERIFIED,435,XU*8*541 ,Routine,KERNEL,
122,TRUE,2010-06-07,VERIFIED,234,PSN*4*243 ,Routine,NATIONAL DRUG FILE,NDF4P243.KID
123,TRUE,2010-06-08,VERIFIED,168,XM*DBA*174 ,Data Base,MAILMAN,
124,TRUE,2010-06-09,VERIFIED,398,IB*2*429 ,Routine,INTEGRATED BILLING,requires PRCA*4.5*268
125,TRUE,2010-06-09,VERIFIED,238,PRCA*4.5*268 ,Routine,ACCOUNTS RECEIVABLE,
126,TRUE,2010-06-15,VERIFIED,298,PSO*7*334 ,Routine,OUTPATIENT PHARMACY,
127,TRUE,2010-06-17,VERIFIED,235,PSN*4*244 ,Routine,NATIONAL DRUG FILE,NDF4P244.KID
128,TRUE,2010-06-17,VERIFIED,236,PSN*4*245 ,Routine,NATIONAL DRUG FILE,NDF4P245.KID
129,TRUE,2010-06-21,VERIFIED,728,DG*5.3*780 ,Routine,REGISTRATION,
130,TRUE,2010-06-21,VERIFIED,58,PSD*3*69 ,Routine,CONTROLLED SUBSTANCES,
131,TRUE,2010-06-22,VERIFIED,14,MD*1*21  ,Routine,CLINICAL PROCEDURES,
132,TRUE,2010-06-22,VERIFIED,91,RA*5*104 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,
133,TRUE,2010-06-23,VERIFIED,200,PSJ*5*113 ,Routine,INPATIENT MEDICATIONS,
134,TRUE,2010-06-23,VERIFIED,134,PSS*1*143 ,Routine,PHARMACY DATA MANAGEMENT,
135,TRUE,2010-06-24,VERIFIED,101,FB*3.5*112 ,Routine,FEE BASIS,FEE3_5P112.KID
136,TRUE,2010-06-24,VERIFIED,61,PSX*2*69 ,Routine,CMOP,
137,FALSE,2010-06-28,VERIFIED,64,MAG*3*83 ,Enhancement,IMAGING,Prohibited from FOIA MAG3_0P83.KID
138,TRUE,2010-06-30,VERIFIED,144,DI*22*163 ,Routine,VA FILEMAN,
139,FALSE,2010-07-02,VERIFIED,1,DSIF*3.2*1,Routine,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
140,FALSE,2010-07-02,ENTERED IN ERROR,138,RMPR*3*155 ,ENTERED IN ERROR,PROSTHETICS,
141,TRUE,2010-07-06,VERIFIED,136,DVBA*2.7*150 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
142,TRUE,2010-07-07,VERIFIED,317,LR*5.2*399 ,,LABORATORY,
143,TRUE,2010-07-07,VERIFIED,201,PSJ*5*239 ,Routine,INPATIENT MEDICATIONS,
144,TRUE,2010-07-08,VERIFIED,83,YS*5.01*97 ,Routine,MENTAL HEALTH,YS_501_97.KID
145,TRUE,2010-07-13,VERIFIED,399,IB*2*430 ,Routine,INTEGRATED BILLING,
146,TRUE,2010-07-13,VERIFIED,237,PSN*4*246 ,Routine,NATIONAL DRUG FILE,NDF4P246.KID
147,TRUE,2010-07-13,VERIFIED,299,PSO*7*344,Routine,OUTPATIENT PHARMACY,
148,TRUE,2010-07-13,VERIFIED,436,XU*8*538 ,Routine,KERNEL,
149,TRUE,2010-07-14,VERIFIED,50,ICPT*6*52 ,Informational,CPT/HCPCS CODES,Installed with LEX_2_70.GBL
150,TRUE,2010-07-14,VERIFIED,56,LA*5.2*68 ,Routine,AUTOMATED LAB INSTRUMENTS,
151,TRUE,2010-07-14,VERIFIED,65,LEX*2*70 ,Data Dictionary,LEXICON UTILITY,LEX_2_70.GBL
152,TRUE,2010-07-14,VERIFIED,49,MPIF*1*51 ,Routine,MASTER PATIENT INDEX VISTA,"Requires MPIF*1*41, MPIF*1*44"
153,TRUE,2010-07-14,VERIFIED,55,RG*1*51  ,Enhancement,CLINICAL INFO RESOURCE NETWORK,
154,TRUE,2010-07-15,VERIFIED,300,PSO*7*348 ,Routine,OUTPATIENT PHARMACY,
155,TRUE,2010-07-15,VERIFIED,301,PSO*7*276 ,Routine,OUTPATIENT PHARMACY,
156,TRUE,2010-07-15,VERIFIED,25,SPN*2*26 ,Routine,SPINAL CORD DYSFUNCTION,
157,FALSE,2010-07-16,ENTERED IN ERROR,16,WEBV*1*18 ,ENTERED IN ERROR,VISTA WEB,
158,TRUE,2010-07-20,VERIFIED,112,ECX*3*126 ,Routine,DSS EXTRACTS,
159,TRUE,2010-07-20,VERIFIED,118,HL*1.6*145 ,Data Dictionary,HEALTH LEVEL SEVEN,
160,TRUE,2010-07-20,VERIFIED,437,XU*8*542 ,Routine,KERNEL,
161,TRUE,2010-07-21,VERIFIED,280,OR*3*290 ,Routine,ORDER ENTRY/RESULTS REPORTING,
162,TRUE,2010-07-21,VERIFIED,302,PSO*7*328 ,Enhancement,OUTPATIENT PHARMACY,Special Controlled Release
163,TRUE,2010-07-22,VERIFIED,238,PSN*4*247 ,Routine,NATIONAL DRUG FILE,NDF4P247.KID
164,TRUE,2010-07-22,VERIFIED,239,PSN*4*248 ,Routine,NATIONAL DRUG FILE,NDF4P248.KID
165,TRUE,2010-07-26,VERIFIED,400,IB*2*420 ,Routine,INTEGRATED BILLING,
166,TRUE,2010-07-29,VERIFIED,92,RA*5*105 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,
167,FALSE,2010-08-02,VERIFIED,1,DSIV*2.2*1,Routine,INSURANCE CAPTURE BUFFER,PROHIBITED FROM FOIA DUE TO COPYRIGHT
168,TRUE,2010-08-02,VERIFIED,15,PSU*4*17 ,Routine,PHARMACY BENEFITS MANAGEMENT,
169,TRUE,2010-08-05,VERIFIED,99,EC*2*106 ,Routine,EVENT CAPTURE,
170,FALSE,2010-08-06,VERIFIED,2,DSIF*3.2*4,Enhancement,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
171,TRUE,2010-08-10,VERIFIED,240,PSN*4*249 ,Routine,NATIONAL DRUG FILE,NDF4P249.KID
172,TRUE,2010-08-11,VERIFIED,114,PRS*4*125 ,Routine,PAID,
173,TRUE,2010-08-16,VERIFIED,235,TIU*1*250 ,Data Dictionary,TEXT INTEGRATION UTILITY,
174,TRUE,2010-08-17,VERIFIED,729,DG*5.3*821 ,Enhancement,REGISTRATION,
175,TRUE,2010-08-17,VERIFIED,50,MPIF*1*53 ,Routine,MASTER PATIENT INDEX VISTA,"Requires MPIF*1*48, RG*1*57"
176,TRUE,2010-08-17,VERIFIED,56,RG*1*57  ,Routine,CLINICAL INFO RESOURCE NETWORK,
177,TRUE,2010-08-19,VERIFIED,303,PSO*7*340 ,Routine,OUTPATIENT PHARMACY,
178,FALSE,2010-08-20,VERIFIED,65,MAG*3*108 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P108.KID
179,TRUE,2010-08-24,VERIFIED,145,DI*22*164 ,Routine,VA FILEMAN,
180,TRUE,2010-08-25,VERIFIED,241,PSN*4*250 ,Routine,NATIONAL DRUG FILE,NDF4P250.KID
181,TRUE,2010-08-25,VERIFIED,242,PSN*4*251 ,Routine,NATIONAL DRUG FILE,NDF4P251.KID
182,TRUE,2010-08-26,VERIFIED,59,DVB*4*64 ,Routine,HINQ,
183,TRUE,2010-08-26,VERIFIED,22,FH*5.5*20 ,Routine,DIETETICS,
184,FALSE,2010-08-30,VERIFIED,66,MAG*3*90 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P90.KID
185,TRUE,2010-08-30,VERIFIED,39,XM*8*40 ,Routine,MAILMAN,
186,TRUE,2010-08-31,VERIFIED,3,ANRV*5*3,Informational,VISUAL IMPAIRMENT SERVICE TEAM,
187,TRUE,2010-08-31,VERIFIED,730,DG*5.3*661,Routine,REGISTRATION,DG_53_P661.KID includes EAS*1*86
188,TRUE,2010-08-31,VERIFIED,81,EAS*1*86 ,Routine,ENROLLMENT APPLICATION SYSTEM,installed with DG*5.3*661
189,TRUE,2010-09-02,VERIFIED,731,DG*5.3*799 ,Routine,REGISTRATION,
190,FALSE,2010-09-02,VERIFIED,67,MAG*3*53 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P53.KID
191,TRUE,2010-09-02,VERIFIED,93,RA*5*90 ,Routine,RADIOLOGY/NUCLEAR MEDICINE,
192,TRUE,2010-09-02,VERIFIED,438,XU*8*534 ,Routine,KERNEL,
193,TRUE,2010-09-08,VERIFIED,137,DVBA*2.7*148 ,Routine,AUTOMATED MED INFO EXCHANGE,
194,TRUE,2010-09-08,VERIFIED,243,PSN*4*252 ,Routine,NATIONAL DRUG FILE,NDF4P252.KID
195,TRUE,2010-09-09,VERIFIED,100,EC*2*107 ,Routine,EVENT CAPTURE,ECS_20_P107.ZIP
196,TRUE,2010-09-10,VERIFIED,1,MMRS*1*1,Routine,MRSA INITIATIVE REPORTS,
197,TRUE,2010-09-14,VERIFIED,8,BPS*1*8 ,Routine,E CLAIMS MGMT ENGINE,BPS_PSO_IB_BUNDLE_40 combines IB*2*411 PSO*7*290
198,TRUE,2010-09-14,VERIFIED,401,IB*2*411 ,Routine,INTEGRATED BILLING,installed with BPS*1*8
199,TRUE,2010-09-14,VERIFIED,20,OOPS*2*21 ,Routine,ASISTS,OOPS2_P21.EXE
200,TRUE,2010-09-14,VERIFIED,304,PSO*7*290 ,Routine,OUTPATIENT PHARMACY,installed with BPS*1*8
201,TRUE,2010-09-20,VERIFIED,138,DVBA*2.7*154 ,Enhancement,AUTOMATED MED INFO EXCHANGE,
202,TRUE,2010-09-20,VERIFIED,239,PRCA*4.5*272 ,Routine,ACCOUNTS RECEIVABLE,
203,FALSE,2010-09-21,VERIFIED,68,MAG*3*94 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P94.KID
204,TRUE,2010-09-21,VERIFIED,464,SD*5.3*570 ,Routine,SCHEDULING,
205,TRUE,2010-09-22,VERIFIED,244,PSN*4*253 ,Routine,NATIONAL DRUG FILE,NDF4P253.KID
206,TRUE,2010-09-22,VERIFIED,245,PSN*4*254 ,Routine,NATIONAL DRUG FILE,NDF4P254.KID
207,TRUE,2010-09-23,VERIFIED,59,PSD*3*68 ,Routine,CONTROLLED SUBSTANCES,
208,TRUE,2010-09-28,VERIFIED,139,RMPR*3*159 ,Routine,PROSTHETICS,
209,TRUE,2010-09-29,VERIFIED,202,PSJ*5*218 ,Routine,INPATIENT MEDICATIONS,
210,TRUE,2010-10-01,VERIFIED,732,DG*5.3*817 ,Routine,REGISTRATION,
211,TRUE,2010-10-04,VERIFIED,97,XT*7.3*123 ,Routine,KERNEL TOOLKIT,
212,FALSE,2010-10-05,VERIFIED,69,MAG*3*114 ,Routine,IMAGING,Prohibited from FOIA MAG3_0P114.KID
213,TRUE,2010-10-06,VERIFIED,46,ICD*18*51 ,Informational,DRG GROUPER,Installed with LEX_2_72.GBL
214,TRUE,2010-10-06,VERIFIED,51,ICPT*6*53 ,Informational,CPT/HCPCS CODES,Installed with LEX_2_72.GBL
215,TRUE,2010-10-06,VERIFIED,66,LEX*2*72 ,Enhancement,LEXICON UTILITY,LEX_2_72.GBL
216,TRUE,2010-10-06,VERIFIED,51,ONC*2.11*51 ,Routine,ONCOLOGY,ONC211P51.KID
217,TRUE,2010-10-06,VERIFIED,117,PRC*5.1*133 ,Other,IFCAP,
218,TRUE,2010-10-06,VERIFIED,246,PSN*4*261 ,Data Dictionary,NATIONAL DRUG FILE,
219,TRUE,2010-10-06,VERIFIED,439,XU*8*539,Routine,KERNEL,
220,TRUE,2010-10-07,VERIFIED,118,PRC*5.1*131 ,Routine,IFCAP,
221,TRUE,2010-10-07,VERIFIED,440,XU*8*528 ,Routine,KERNEL,
222,TRUE,2010-10-12,VERIFIED,119,HL*1.6*148 ,Data Dictionary,HEALTH LEVEL SEVEN,
223,TRUE,2010-10-13,VERIFIED,203,PSJ*5*232 ,Routine,INPATIENT MEDICATIONS,
224,TRUE,2010-10-13,VERIFIED,247,PSN*4*255 ,Routine,NATIONAL DRUG FILE,NDF4P255.KID
225,TRUE,2010-10-14,VERIFIED,402,IB*2*440 ,Routine,INTEGRATED BILLING,
226,TRUE,2010-10-18,VERIFIED,733,DG*5.3*823 ,Routine,REGISTRATION,
227,FALSE,2010-10-18,VERIFIED,1,DSIR*7.2*1 ,Routine,VA CERTIFIED COMPONENTS - DSSI,not installed
228,TRUE,2010-10-18,VERIFIED,281,OR*3*316 ,Routine,ORDER ENTRY/RESULTS REPORTING,
229,TRUE,2010-10-18,VERIFIED,282,OR*3*330 ,Routine,ORDER ENTRY/RESULTS REPORTING,
230,TRUE,2010-10-18,NEW PACKAGE,,SPN*3,NEW PACKAGE,SPINAL CORD DYSFUNCTION/SCIDO,SPN_3_0.KID
231,FALSE,2010-10-20,VERIFIED,2,DSIV*2.2*2,Routine,INSURANCE CAPTURE BUFFER,PROHIBITED FROM FOIA DUE TO COPYRIGHT
232,TRUE,2010-10-20,VERIFIED,403,IB*2*416,Data Dictionary,INTEGRATED BILLING,
233,TRUE,2010-10-20,VERIFIED,318,LR*5.2*402 ,,LABORATORY,
234,TRUE,2010-10-26,VERIFIED,82,EAS*1*100 ,Routine,ENROLLMENT APPLICATION SYSTEM,
235,TRUE,2010-10-27,VERIFIED,14,ACKQ*3*17 ,Routine,Quasar,ACKQ_17_ECX_124.KID combined with ECX*3*124
236,TRUE,2010-10-27,VERIFIED,113,ECX*3*124 ,Routine,DSS EXTRACTS,Installed with ACKQ*3*17
237,TRUE,2010-10-27,VERIFIED,248,PSN*4*256 ,Routine,NATIONAL DRUG FILE,NDF4P256.KID
238,TRUE,2010-10-27,VERIFIED,249,PSN*4*257 ,Routine,NATIONAL DRUG FILE,NDF4P257.KID
239,TRUE,2010-10-28,VERIFIED,734,DG*5.3*828 ,Routine,REGISTRATION,
240,TRUE,2010-10-28,VERIFIED,61,GMRC*3*68 ,Routine,CONSULT/REQUEST TRACKING,,
241,TRUE,2010-10-28,VERIFIED,122,IVM*2*143 ,Routine,INCOME VERIFICATION MATCH,,
242,FALSE,2010-11-03,VERIFIED,57,DENT*1.2*60 ,Data Dictionary,DENTAL,PROHIBITED FROM FOIA DUE TO COPYRIGHT,
243,TRUE,2010-11-04,VERIFIED,47,ICD*18*48 ,Routine,DRG GROUPER,,
244,TRUE,2010-11-08,VERIFIED,120,HL*1.6*147 ,Routine,HEALTH LEVEL SEVEN,,
245,TRUE,2010-11-08,VERIFIED,250,PSN*4*258 ,Routine,NATIONAL DRUG FILE,NDF4P258.KID,
