Version 3.23 Update - Outpatient Facility,,,,,,,,,,,,,
,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base Charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date,End Date
11642,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 1.1-2.0 CM,,30,,,"$3,458.81",$0.00,1,0,1,20180101,
11643,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 2.1-3.0 CM,,30,,,"$7,533.81",$0.00,1,0,1,20180101,
11644,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 3.1-4.0 CM,,30,,,"$7,533.81",$0.00,1,0,1,20180101,
11646,CPT,EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,,30,,,"$11,942.67",$0.00,1,0,1,20180101,
11719,CPT,TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,,30,,,$345.25,$0.00,1,0,1,20180101,
11720,CPT,DEBRIDEMENT NAIL ANY METHOD 1-5,,30,,,$345.25,$0.00,1,0,1,20180101,
11721,CPT,DEBRIDEMENT NAIL ANY METHOD 6/>,,30,,,$345.25,$0.00,1,0,1,20180101,
11730,CPT,AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,,30,,,$622.76,$0.00,1,0,1,20180101,
11732,CPT,AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,,30,,,$270.41,$0.00,1,0,1,20180101,
11740,CPT,EVACUATION SUBUNGUAL HEMATOMA,,30,,,$536.04,$0.00,1,0,1,20180101,
11750,CPT,EXCISION NAIL MATRIX PERMANENT REMOVAL,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
11755,CPT,BIOPSY NAIL UNIT SEPARATE PROCEDURE,,30,,,"$3,458.81",$0.00,1,0,1,20180101,
11760,CPT,REPAIR NAIL BED,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
11762,CPT,RECONSTRUCTION NAIL BED W/GRAFT,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
11765,CPT,WEDGE EXCISION SKIN NAIL FOLD,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
11770,CPT,EXCISION PILONIDAL CYST/SINUS SIMPLE,,30,,,"$11,942.67",$0.00,1,0,1,20180101,
11771,CPT,EXCISION PILONIDAL CYST/SINUS EXTENSIVE,,30,,,"$11,942.67",$0.00,1,0,1,20180101,
11772,CPT,EXCISION PILONIDAL CYST/SINUS COMPLICATED,,30,,,"$11,942.67",$0.00,1,0,1,20180101,
11900,CPT,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,,30,,,$622.76,$0.00,1,0,1,20180101,
11901,CPT,INJECTION INTRALESIONAL >7 LESIONS,,30,,,$622.76,$0.00,1,0,1,20180101,
11920,CPT,TATTOOING INCL MICROPIGMENTATION 6.0 CM/<,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
11921,CPT,TATTOOING INCL MICROPIGMENTATION 6.1-20.0 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
11922,CPT,TATTOOING INCL MICROPIGMENTATION EA 20.0 CM,,30,,,"$6,816.85",$0.00,1,0,1,20180101,
11950,CPT,SUBCUTANEOUS INJECTION FILLING MATERIAL 1 CC/<,,30,,,$622.76,$0.00,1,0,1,20180101,
11951,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 1.1-5.0 CC,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
11952,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 5.1-10.0CC,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
11954,CPT,SUBCUTANEOUS INJECTION FILLING MATRL >10.0 CC,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
11960,CPT,INSERTION TISSUE EXPANDER INCL SBSQ XPNSJ,,30,,,"$13,124.34",$0.00,1,0,1,20180101,
11970,CPT,REPLACEMENT TISS EXPANDER PERMANENT PROSTHESIS,,30,,,"$21,981.71",$0.00,1,0,1,20180101,
11971,CPT,REMOVAL TISS EXPANDER W/O INSERTION PROSTHESIS,,30,,,"$11,942.67",$0.00,1,0,1,20180101,
11976,CPT,REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,,30,,,"$3,458.81",$0.00,1,0,1,20180101,
11980,CPT,SUBCUTANEOUS HORMONE PELLET IMPLANTATION,,30,,,"$2,099.53",$0.00,1,0,1,20180101,
11981,CPT,INSJ NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,$536.04,$0.00,1,0,1,20180101,
11982,CPT,REMOVAL NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,"$2,099.53",$0.00,1,0,1,20180101,
11983,CPT,RMVL W/RINSJ NON-BIODEGRADABLE DRUG DLVR IMPLT,,30,,,"$2,099.53",$0.00,1,0,1,20180101,
12001,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,,30,,,$622.76,$0.00,1,0,1,20180101,
12002,CPT,SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12004,CPT,SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12005,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12006,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12007,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12011,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,,30,,,$622.76,$0.00,1,0,1,20180101,
12013,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12014,CPT,SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12015,CPT,SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12016,CPT,SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12017,CPT,SIMPLE REPAIR F/E/E/N/L/M 20.1CM-30.0 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12018,CPT,SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,,30,,,$622.76,$0.00,1,0,1,20180101,
12020,CPT,TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
12021,CPT,TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12031,CPT,REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12032,CPT,REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12034,CPT,REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12035,CPT,REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12036,CPT,REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
12037,CPT,REPAIR INTERMEDIATE S/A/T/E >30.0 CM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
12041,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12042,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12044,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
12045,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
12046,CPT,RPR INTERMEDIATE N/H/F/XTRNL GENT 20.1-30.0 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12047,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
12051,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12052,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12053,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12054,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12055,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12056,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
12057,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC >30.0 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
13100,CPT,REPAIR COMPLEX TRUNK 1.1-2.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13101,CPT,REPAIR COMPLEX TRUNK 2.6-7.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13102,CPT,REPAIR COMPLEX TRUNK EACH ADDITIONAL 5 CM/<,,30,,,"$1,589.13",$0.00,1,0,1,20180101,
13120,CPT,REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13121,CPT,REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13122,CPT,REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,,30,,,"$1,514.18",$0.00,1,0,1,20180101,
13131,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 1.1-2.5 CM,,30,,,"$1,719.36",$0.00,1,0,1,20180101,
13132,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 2.6-7.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13133,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/<,,30,,,"$1,169.70",$0.00,1,0,1,20180101,
13151,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13152,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
13153,CPT,REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/<,,30,,,"$1,336.31",$0.00,1,0,1,20180101,
13160,CPT,SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14000,CPT,ADJACENT TISSUE TRANSFER/REARGMT TRUNK 10 SQCM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14001,CPT,ADJNT TIS TRANSFR/REARRANGE TRUNK 10.1-30.0 SQCM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14020,CPT,ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14021,CPT,ADJT/REARRGMT SCALP/ARM/LEG 10.1-30.0 SQ CM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14040,CPT,ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14041,CPT,ADJT/REARGMT F/C/C/M/N/AX/G/H/F 10.1-30.0 SQ CM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14060,CPT,ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14061,CPT,ADJT TIS REARGMT EYE/NOSE/EAR/LIP 10.1-30.0 SQCM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
14301,CPT,ADJNT TIS TRNSFR/REARGMT ANY AREA 30.1-60 SQ CM,,30,,,"$13,124.34",$0.00,1,0,1,20180101,
14302,CPT,ADJT TIS TRNSFR/REARGMT DEFEC EA ADDL 30 SQCM/<,,30,,,"$3,318.64",$0.00,1,0,1,20180101,
14350,CPT,FILLETED FINGER/TOE FLAP W/PREPJ RECIPIENT SITE,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15002,CPT,PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15003,CPT,PREP SITE TRUNK/ARM/LEG ADDL 100 SQ CM/1PCT,,30,,,"$1,677.04",$0.00,1,0,1,20180101,
15004,CPT,PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
15005,CPT,PREP SITE F/S/N/H/F/G/M/D GT ADDL 100 SQ CM/1PCT,,30,,,"$2,490.72",$0.00,1,0,1,20180101,
15040,CPT,HARVEST SKIN TISSUE CLTR SKIN AGRFT 100 CM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15050,CPT,PINCH GRAFT 1/MLT SM ULCER TIP/OTH AREA 2CM,,30,,,"$2,599.88",$0.00,1,0,1,20180101,
15100,CPT,SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15101,CPT,SPLIT AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,30,,,"$3,436.66",$0.00,1,0,1,20180101,
15110,CPT,EPIDRM AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15111,CPT,EPIDRM AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,30,,,"$1,941.47",$0.00,1,0,1,20180101,
15115,CPT,EPIDERMAL AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/<,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15116,CPT,EPIDERMAL AGRFT F/S/N/H/F/G/M/D GT EA 100 CM,,30,,,"$1,386.89",$0.00,1,0,1,20180101,
15120,CPT,SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/</1 %,,30,,,"$13,124.34",$0.00,1,0,1,20180101,
15121,CPT,SPLIT AGRFT F/S/N/H/F/G/M/D GT EA 100 CM/EA 1 %,,30,,,"$3,821.91",$0.00,1,0,1,20180101,
15130,CPT,DERMAL AUTOGRAFT TRUNK/ARM/LEG 1ST 100 CM,,30,,,"$8,526.45",$0.00,1,0,1,20180101,
15131,CPT,DERMAL AUTOGRAFT TRUNK/ARM/LEG EA 100 CM/EA,,30,,,"$4,242.31",$0.00,1,0,1,20180101,
