Version 3.18 Update - Outpatient Facility,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base Charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date,End Date,
11012,CPT,DBRDMT FX&/DISLC SUBQ T/M/F BONE,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11042,CPT,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11043,CPT,DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11044,CPT,DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11045,CPT,DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,,30,,,"$1,090.62",$0.00,1,0,1,20160101,,
11046,CPT,DEBRIDEMENT MUSCLE &/FASCIA EA ADDL 20 SQ CM,,30,,,"$1,744.99",$0.00,1,0,1,20160101,,
11047,CPT,DEBRIDEMENT BONE EACH ADDITIONAL 20 SQ CM,,30,,,"$2,617.49",$0.00,1,0,1,20160101,,
11055,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,,30,,,$398.75,$0.00,1,0,1,20160101,,
11056,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,,30,,,$398.75,$0.00,1,0,1,20160101,,
11057,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11100,CPT,BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11101,CPT,BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN,,30,,,$305.37,$0.00,1,0,1,20160101,,
11200,CPT,REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,,30,,,$398.75,$0.00,1,0,1,20160101,,
11201,CPT,REMOVAL SK TGS MLT FIBRQ TAGS ANY AREA EA 10,,30,,,"$1,013.79",$0.00,1,0,1,20160101,,
11300,CPT,SHAVING SKIN LESION 1 TRUNK/ARM/LEG DIAM 0.5CM/<,,30,,,$398.75,$0.00,1,0,1,20160101,,
11301,CPT,SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM 0.6-1.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
11302,CPT,SHVG SKN LESION 1 TRUNK/ARM/LEG DIAM 1.1-2.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
11303,CPT,SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM >2.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
11305,CPT,SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.5 CM/<,,30,,,$398.75,$0.00,1,0,1,20160101,,
11306,CPT,SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.6-1.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
11307,CPT,SHAVING SKIN LESION 1 S/N/H/F/G DIAM 1.1-2.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11308,CPT,SHAVING SKIN LESION 1 S/N/H/F/G DIAM >2.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
11310,CPT,SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11311,CPT,SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 0.6-1.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11312,CPT,SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11313,CPT,SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM >2.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11400,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L 0.5 CM/<,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11401,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L 0.6-1.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11402,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L 1.1-2.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11403,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L 2.1-3.0 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11404,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L 3.1-4.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11406,CPT,EXC B9 LESION MRGN XCP SK TG T/A/L >4.0 CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11420,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11421,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11422,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11423,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 2.1-3.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11424,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 3.1-4.0CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11426,CPT,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G > 4.0CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11440,CPT,EXC B9 LESION MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11441,CPT,EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11442,CPT,EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11443,CPT,EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11444,CPT,EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 3.1-4.0CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11446,CPT,EXC B9 LESION MRGN XCP SK TG F/E/E/N/L/M > 4.0CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11450,CPT,EXCISION HIDRADENITIS AXILLARY SMPL/INTRM RPR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11451,CPT,EXCISION HIDRADENITIS AXILLARY COMPLEX REPAIR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11462,CPT,EXCISION HIDRADENITIS INGUINAL SMPL/INTRM RPR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11463,CPT,EXCISION HIDRADENITIS INGUINAL COMPLEX REPAIR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11470,CPT,EXCISION H/P/P/U SIMPLE/INTERMEDIATE REPAIR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11471,CPT,EXCISION H/P/P/U COMPLEX REPAIR,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11600,CPT,EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11601,CPT,EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11602,CPT,EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11603,CPT,EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM/<,,30,,,"$5,733.20",$0.00,1,0,1,20160101,,
11604,CPT,EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11606,CPT,EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11620,CPT,EXCISION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11621,CPT,EXCISION MALIGNANT LESION S/N/H/F/G 0.6-1.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11622,CPT,EXCISION MALIGNANT LESION S/N/H/F/G 1.1-2.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11623,CPT,EXCISION MALIGNANT LESION S/N/H/F/G 2.1-3.0 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11624,CPT,EXCISION MALIGNANT LESION S/N/H/F/G 3.1-4.0 CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11626,CPT,EXCISION MALIGNANT LESION S/N/H/F/G >4.0 CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11640,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 0.5 CM/<,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11641,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 0.6-1.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11642,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 1.1-2.0 CM,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11643,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 2.1-3.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11644,CPT,EXCISION MALIGNANT LESION F/E/E/N/L 3.1-4.0 CM,,30,,,"$5,767.31",$0.00,1,0,1,20160101,,
11646,CPT,EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11719,CPT,TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,,30,,,$306.21,$0.00,1,0,1,20160101,,
11720,CPT,DEBRIDEMENT NAIL ANY METHOD 1-5,,30,,,$425.53,$0.00,1,0,1,20160101,,
11721,CPT,DEBRIDEMENT NAIL ANY METHOD 6/>,,30,,,$306.21,$0.00,1,0,1,20160101,,
11730,CPT,AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,,30,,,$398.75,$0.00,1,0,1,20160101,,
11732,CPT,AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,,30,,,$398.75,$0.00,1,0,1,20160101,,
11740,CPT,EVACUATION SUBUNGUAL HEMATOMA,,30,,,$306.21,$0.00,1,0,1,20160101,,
11750,CPT,EXCISION NAIL MATRIX PERMANENT REMOVAL,,30,,,"$1,462.82",$0.00,1,0,1,20160101,,
11752,CPT,EXC NAIL MATRIX PRM RMVL W/AMP TUFT DSTL PHALANX,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11755,CPT,BIOPSY NAIL UNIT SEPARATE PROCEDURE,,30,,,"$3,058.90",$0.00,1,0,1,20160101,,
11760,CPT,REPAIR NAIL BED,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11762,CPT,RECONSTRUCTION NAIL BED W/GRAFT,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
11765,CPT,WEDGE EXCISION SKIN NAIL FOLD,,30,,,$398.75,$0.00,1,0,1,20160101,,
11770,CPT,EXCISION PILONIDAL CYST/SINUS SIMPLE,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11771,CPT,EXCISION PILONIDAL CYST/SINUS EXTENSIVE,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11772,CPT,EXCISION PILONIDAL CYST/SINUS COMPLICATED,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11900,CPT,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,,30,,,$398.75,$0.00,1,0,1,20160101,,
11901,CPT,INJECTION INTRALESIONAL >7 LESIONS,,30,,,$398.75,$0.00,1,0,1,20160101,,
11920,CPT,TATTOOING INCL MICROPIGMENTATION 6.0 CM/<,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11921,CPT,TATTOOING INCL MICROPIGMENTATION 6.1-20.0 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11922,CPT,TATTOOING INCL MICROPIGMENTATION EA 20.0 CM,,30,,,"$2,066.99",$0.00,1,0,1,20160101,,
11950,CPT,SUBCUTANEOUS INJECTION FILLING MATERIAL 1 CC/<,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11951,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 1.1-5.0 CC,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11952,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 5.1-10.0CC,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
11954,CPT,SUBCUTANEOUS INJECTION FILLING MATRL >10.0 CC,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
11960,CPT,INSERTION TISSUE EXPANDER INCL SBSQ XPNSJ,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
11970,CPT,REPLACEMENT TISS EXPANDER PERMANENT PROSTHESIS,,30,,,"$20,802.20",$0.00,1,0,1,20160101,,
11971,CPT,REMOVAL TISS EXPANDER W/O INSERTION PROSTHESIS,,30,,,"$9,390.88",$0.00,1,0,1,20160101,,
11976,CPT,REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,,30,,,"$1,462.82",$0.00,1,0,1,20160101,,
11980,CPT,SUBCUTANEOUS HORMONE PELLET IMPLANTATION,,30,,,$425.53,$0.00,1,0,1,20160101,,
11981,CPT,INSJ NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,$425.53,$0.00,1,0,1,20160101,,
11982,CPT,REMOVAL NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,$425.53,$0.00,1,0,1,20160101,,
11983,CPT,RMVL W/RINSJ NON-BIODEGRADABLE DRUG DLVR IMPLT,,30,,,$425.53,$0.00,1,0,1,20160101,,
12001,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,,30,,,$398.75,$0.00,1,0,1,20160101,,
12002,CPT,SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12004,CPT,SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12005,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12006,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12007,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12011,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,,30,,,$398.75,$0.00,1,0,1,20160101,,
12013,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12014,CPT,SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12015,CPT,SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12016,CPT,SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12017,CPT,SIMPLE REPAIR F/E/E/N/L/M 20.1CM-30.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12018,CPT,SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12020,CPT,TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
12021,CPT,TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
12031,CPT,REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12032,CPT,REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12034,CPT,REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12035,CPT,REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12036,CPT,REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
12037,CPT,REPAIR INTERMEDIATE S/A/T/E >30.0 CM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
12041,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,,30,,,$398.75,$0.00,1,0,1,20160101,,
12042,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12044,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12045,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12046,CPT,RPR INTERMEDIATE N/H/F/XTRNL GENT 20.1-30.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12047,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
12051,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12052,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12053,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12054,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12055,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
12056,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,,30,,,$398.75,$0.00,1,0,1,20160101,,
12057,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC >30.0 CM,,30,,,"$1,129.82",$0.00,1,0,1,20160101,,
13100,CPT,REPAIR COMPLEX TRUNK 1.1-2.5 CM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
13101,CPT,REPAIR COMPLEX TRUNK 2.6-7.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13102,CPT,REPAIR COMPLEX TRUNK EACH ADDITIONAL 5 CM/<,,30,,,"$1,702.90",$0.00,1,0,1,20160101,,
13120,CPT,REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13121,CPT,REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13122,CPT,REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,,30,,,"$1,702.90",$0.00,1,0,1,20160101,,
13131,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 1.1-2.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13132,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 2.6-7.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13133,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/<,,30,,,"$2,231.39",$0.00,1,0,1,20160101,,
13151,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13152,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
13153,CPT,REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/<,,30,,,"$2,231.39",$0.00,1,0,1,20160101,,
13160,CPT,SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
14000,CPT,ADJACENT TISSUE TRANSFER/REARGMT TRUNK 10 SQCM/<,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14001,CPT,ADJNT TIS TRANSFR/REARRANGE TRUNK 10.1-30.0 SQCM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14020,CPT,ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14021,CPT,ADJT/REARRGMT SCALP/ARM/LEG 10.1-30.0 SQ CM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14040,CPT,ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14041,CPT,ADJT/REARGMT F/C/C/M/N/AX/G/H/F 10.1-30.0 SQ CM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14060,CPT,ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14061,CPT,ADJT TIS REARGMT EYE/NOSE/EAR/LIP 10.1-30.0 SQCM,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
14301,CPT,ADJNT TIS TRNSFR/REARGMT ANY AREA 30.1-60 SQ CM,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
14302,CPT,ADJT TIS TRNSFR/REARGMT DEFEC EA ADDL 30 SQCM/<,,30,,,"$7,046.49",$0.00,1,0,1,20160101,,
14350,CPT,FILLETED FINGER/TOE FLAP W/PREPJ RECIPIENT SITE,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
15002,CPT,PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
15003,CPT,PREP SITE TRUNK/ARM/LEG ADDL 100 SQ CM/1PCT,,30,,,"$4,227.89",$0.00,1,0,1,20160101,,
15004,CPT,PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
15005,CPT,PREP SITE F/S/N/H/F/G/M/D GT ADDL 100 SQ CM/1PCT,,30,,,"$4,227.89",$0.00,1,0,1,20160101,,
15040,CPT,HARVEST SKIN TISSUE CLTR SKIN AGRFT 100 CM/<,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
15050,CPT,PINCH GRAFT 1/MLT SM ULCER TIP/OTH AREA 2CM,,30,,,"$2,409.56",$0.00,1,0,1,20160101,,
15100,CPT,SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
15101,CPT,SPLIT AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,30,,,"$4,932.54",$0.00,1,0,1,20160101,,
15110,CPT,EPIDRM AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
15111,CPT,EPIDRM AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,30,,,"$5,872.07",$0.00,1,0,1,20160101,,
15115,CPT,EPIDERMAL AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/<,,30,,,"$6,915.53",$0.00,1,0,1,20160101,,
15116,CPT,EPIDERMAL AGRFT F/S/N/H/F/G/M/D GT EA 100 CM,,30,,,"$6,106.95",$0.00,1,0,1,20160101,,
15120,CPT,SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/</1 %,,30,,,"$11,957.43",$0.00,1,0,1,20160101,,
15121,CPT,SPLIT AGRFT F/S/N/H/F/G/M/D GT EA 100 CM/EA 1 %,,30,,,"$5,637.19",$0.00,1,0,1,20160101,,
