89,TRUE,2011-03-17,VERIFIED,263,PSN*4*275,Routine,NATIONAL DRUG FILE,NDF4P275.KID
90,TRUE,2011-03-17,VERIFIED,264,PSN*4*276,Routine,NATIONAL DRUG FILE,NDF4P276.KID
91,TRUE,2011-03-17,VERIFIED,452,XU*8*504,Enhancement,KERNEL,INCLUDES KAAJEE DOC & ZIP FILES
92,TRUE,2011-03-17,VERIFIED,104,FB*3.5*116,Enhancement,FEE BASIS,INCLUDES NOTES
93,FALSE,2011-03-17,VERIFIED,6,DSIF*3.2*10,Routine,FEE BASIS CLAIM SYSTEM,PROHIBITED
94,TRUE,2011-03-18,VERIFIED,141,DVBA*2.7*161,Routine,AUTOMATED MED INFO EXCHANGE,INCLUDING TXT FILES
95,TRUE,2011-03-18,VERIFIED,26,SPN*2*25,Routine,SPINAL CORD DYSFUNCTION,
96,TRUE,2011-03-18,VERIFIED,1,NHIN*1*1,Routine,NATIONAL HEALTH INFO LINK,
97,TRUE,2011-03-18,VERIFIED,1,XOBW*1,Informational,WEB SERVICES CLIENT,
98,FALSE,2011-03-23,VERIFIED,NEW,DSIR*8,NEW PACKAGE,VA CERTIFIED COMPONENTS - DSSI,not installed - PROHIBITED
99,TRUE,2011-03-29,VERIFIED,414,IB*2*450,Routine,INTEGRATED BILLING,
100,TRUE,2011-03-31,VERIFIED,139,PSS*1*153,Data Dictionary,PHARMACY DATA MANAGEMENT,includes manuals
101,TRUE,2011-03-31,VERIFIED,96,RA*5*103,Routine,RADIOLOGY/NUCLEAR MEDICINE,
102,TRUE,2011-03-31,VERIFIED,308,PSO*7*352,Routine,OUTPATIENT PHARMACY,
103,TRUE,2011-04-01,VERIFIED,243,PRCA*4.5*273,Enhancement,ACCOUNTS RECEIVABLE,includes release notes in documentation area
104,TRUE,2011-04-01,VERIFIED,126,PRC*5.1*151,Routine,IFCAP,includes manuals in documentation area
105,TRUE,2011-04-01,VERIFIED,16,ACKQ*3*18,Routine,QUASAR,
106,TRUE,2011-04-06,VERIFIED,68,LEX*2*76,Routine,LEXICON UTILITY,INCLUDES GLOBAL LEX_2_76.GBL
107,TRUE,2011-04-06,VERIFIED,53,ICPT*6*55,Informational,CPT/HCPCS CODES,
108,TRUE,2011-04-06,VERIFIED,244,PRCA*4.5*261,Routine,ACCOUNTS RECEIVABLE,
109,TRUE,2011-04-08,VERIFIED,740,DG*5.3*831,Routine,REGISTRATION,
110,TRUE,2011-04-11,VERIFIED,265,PSN*4*277,Routine,NATIONAL DRUG FILE,NDF4P277.KID
111,TRUE,2011-04-11,VERIFIED,102,EC*2*108,Routine,EVENT CAPTURE,EC_2_108.ZIP includes the executable file
112,TRUE,2011-04-14,VERIFIED,140,RMPR*3*164,Routine,PROSTHETICS,NPPD  User Manual  rmpr_3_nppdum.pdf
113,TRUE,2011-04-14,VERIFIED,2,XOBW*1*2,Informational,WEB SERVICES CLIENT,
114,FALSE,2011-04-15,VERIFIED,26,VBEC*1*26,Informational,VBECS BLOOD BANK,PROHIBITED - CONTROLLED RELEASE FOR VBECS
115,TRUE,2011-04-18,VERIFIED,309,PSO*7*366,Routine,OUTPATIENT PHARMACY,
116,TRUE,2011-04-19,VERIFIED,453,XU*8*431,Routine,KERNEL,
117,TRUE,2011-04-19,VERIFIED,454,XU*8*553,Routine,KERNEL,
118,TRUE,2011-04-19,VERIFIED,140,PSS*1*136,Enhancement,PHARMACY DATA MANAGEMENT,"MOCHA
PSS_1_136.zip (PRE_I_3_INTERFACE_BUILD.KID AND PSSPRE_1_0.XML)
VistA to MOCHA V1.0 Interface Installation Guide PSS_1_IG_R0411.PD
PDM Technical Manual/Security Guide (Revised April 2011) PSS_1_TM_R0411.PDF
PDM Technical Manual/Security Guide Change Pages PSS_1_P136_AND_P117_TM_CP.PDF
PDM User Manual (Revised April 2011) PSS_1_UM_R0411.PDF
PDM User Manual Change Pages PSS_1_P136_AND_P117_UM_CP.PDF"
119,TRUE,2011-04-19,VERIFIED,141,PSS*1*117,Routine,PHARMACY DATA MANAGEMENT,MOCHA - STAND ALONE
120,TRUE,2011-04-19,VERIFIED,310,PSO*7*251,Routine,OUTPATIENT PHARMACY,"PRE_I_3_PHARMACY_BUILD.KID includes the following required patches to enable the MOCHA V1.0 Functionality: PSO*7*251; PSJ*5*181 and OR*3*272
PSO_7_MAN_UM_R0411.PDF
PSO_7_P251_MAN_UM_CP.PDF
PSO_7_PHAR_UM_R0411.PDF
PSO_7_P251_PHAR_UM_CP.PDF
PSO_7_TECH_UM_R0411.PDF
PSO_7_P251_TECH_UM_CP.PDF
PSO_7_TM_R0411.PDF
PSO_7_P251_TM_CP.PDF
PSO_7_PSJ_5_PSS_1_RN.PDF
PSS_1_IG_R0411.PDF
MOCHA_CB_PSS_1_P117_IG.PDF"
121,TRUE,2011-04-19,VERIFIED,209,PSJ*5*181,Routine,INPATIENT MEDICATIONS,SEE PSO*7*251
122,TRUE,2011-04-19,VERIFIED,290,OR*3*272,Routine,ORDER ENTRY/RESULTS REPORTING,SEE PSO*7*251
123,TRUE,2011-04-19,VERIFIED,311,PSO*7*375,Routine,OUTPATIENT PHARMACY,MOCHA - STAND ALONE
124,TRUE,2011-04-20,VERIFIED,266,PSN*4*278,Routine,NATIONAL DRUG FILE,NDF4P278.KID
125,TRUE,2011-04-20,VERIFIED,267,PSN*4*279,Routine,NATIONAL DRUG FILE,NDF4P279.KID
126,TRUE,2011-04-20,VERIFIED,142,PSS*1*158,Data Dictionary,PHARMACY DATA MANAGEMENT,SEE PSN*4*263
127,TRUE,2011-04-20,VERIFIED,268,PSN*4*263,Routine,NATIONAL DRUG FILE,"PSN_4_P263.ZIP
FDA Medication Guides
PHAR_FDA_MED_GUIDE_REL2_RN.PDF
PHAR_FDA_MED_GUIDE_REL2_IG.PDF"
128,TRUE,2011-04-20,VERIFIED,312,PSO*7*343,Routine,OUTPATIENT PHARMACY,"PSO_7_PHAR_UM_R0411.PDF
PSO_7_P343_PHAR_UM_CP.PDF
PSO_7_TM_R0411.PDF
PSO_7_P316_P343_TM_CP.PDF
PHAR_FDA_MED_GUIDE_REL2_RN.PDF
PHAR_FDA_MED_GUIDE_REL2_IG.PDF"
129,TRUE,2011-04-22,VERIFIED,127,PRC*5.1*141,Routine,IFCAP,RMPR_3_P157.KID;1
130,TRUE,2011-04-22,VERIFIED,141,RMPR*3*157,Routine,PROSTHETICS,RMPR_3_P157.KID;1
131,TRUE,2011-04-25,VERIFIED,60,PSD*3*71,Routine,CONTROLLED SUBSTANCES,"PSD_3_UM_SUPV_R0411.PDF
PSD_3_P71_UM_SUPV_CP.PDF
PSD_3_TM_R0411.PDF
PSD_3_P71_TM_CP.PDF
PSD_3_INSP_UM_R0411.PDF
PSD_3_P71_INSP_UM_CP.PDF
PSD_3_NURSE_UM_R0411.PDF
PSD_3_P71_NURSE_UM_CP.PDF
CSPHARM_R0411.PDF
PSD_3_P71_CSPHARM_CP.PDF
CSSECURI_R0411.PDF
PSD_3_P71_CSSECURI_CP.PDF"
132,FALSE,2011-04-25,VERIFIED,74,MAG*3*106,Routine,IMAGING,Prohibited from FOIA
133,FALSE,2011-04-25,VERIFIED,1,OHRS*1.4*1,Informational,OCCUPATIONAL HEALTH RECORD SYSTEM,WEB BASED ONLY
134,TRUE,2011-04-26,VERIFIED,245,PRCA*4.5*264,Routine,ACCOUNTS RECEIVABLE,
135,TRUE,2011-04-27,VERIFIED,269,PSN*4*262,Routine,NATIONAL DRUG FILE,"PSN_4_UM_R0411.PDF
PSN_4_P262_P263_UM_CP.PDF
SUPRA_RN.PDF"
136,TRUE,2011-04-27,VERIFIED,143,PSS*1*155,Routine,PHARMACY DATA MANAGEMENT,"PSS_1_UM_R0411.PDF
PSS_1_P155_UM_CP.PDF
PSS_1_TM_R0411.PDF
PSS_1_P155_TM_CP.PDF
SUPRA_RN.PDF"
137,TRUE,2011-04-27,VERIFIED,117,PRS*4*124,Routine,PAID,
138,TRUE,2011-04-28,VERIFIED,313,PSO*7*316,Routine,OUTPATIENT PHARMACY,"PHAR_1_API_R0411.PDF
GMTS_2_7_P92_PSO_7_P316_IG.PD"
139,TRUE,2011-04-28,VERIFIED,88,GMTS*2.7*92,Routine,HEALTH SUMMARY,"HSUM_2_7_UM.PDF
HSUM2_7_TM.PDF
GMTS_2_7_P92_PSO_7_P316_IG.PDF"
140,TRUE,2011-05-03,VERIFIED,118,PRS*4*110,Routine,PAID,
141,TRUE,2011-05-06,VERIFIED,85,YS*5.01*104,Informational,MENTAL HEALTH,YS_501_104_Setup.EXE
142,TRUE,2011-05-06,VERIFIED,142,DVBA*2.7*149,Enhancement,AUTOMATED MED INFO EXCHANGE,"DVBA_27_P149_11.ZIP
DVBA_27_P149_UM.PDF
DVBA_27_P149_RN.PDF"
143,TRUE,2011-05-09,VERIFIED,321,LR*5.2*407,Routine,LABORATORY,
144,TRUE,2011-05-09,VERIFIED,270,PSN*4*280,Data Dictionary,NATIONAL DRUG FILE,NDF4P280.KID
145,TRUE,2011-05-10,VERIFIED,322,LR*5.2*406,Routine,LABORATORY,
146,FALSE,2011-05-10,VERIFIED,3,DSIV*2.2*3,Routine,INSURANCE CAPTURE BUFFER,PROHIBITED FROM FOIA DUE TO COPYRIGHT
147,FALSE,2011-05-11,VERIFIED,7,DSIF*3.2*11,Other,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
148,TRUE,2011-05-11,VERIFIED,455,XU*8*560,Routine,KERNEL,
149,TRUE,2011-05-11,VERIFIED,50,ICD*18*49,Routine,DRG GROUPER,
150,TRUE,2011-05-12,VERIFIED,13,ROR*1.5*12,Routine,CLINICAL CASE REGISTRIES,
151,FALSE,2011-05-12,VERIFIED,27,VBEC*1*28,Informational,VBECS BLOOD BANK,PROHIBITED FROM FOIA DUE TO COPYRIGHT
152,TRUE,2011-05-17,VERIFIED,314,PSO*7*365,Routine,OUTPATIENT PHARMACY,
153,TRUE,2011-05-18,VERIFIED,271,PSN*4*281,Routine,NATIONAL DRUG FILE,NDF4P281.KID
154,TRUE,2011-05-18,VERIFIED,272,PSN*4*282,Routine,NATIONAL DRUG FILE,NDF4P282.KID
155,FALSE,2011-05-18,VERIFIED,8,DSIF*3.2*19,Patch for Patch,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
156,TRUE,2011-05-19,VERIFIED,315,PSO*7*355,Routine,OUTPATIENT PHARMACY,
157,TRUE,2011-05-20,VERIFIED,99,XT*7.3*129,Routine,KERNEL TOOLKIT,
158,TRUE,2011-05-23,VERIFIED,143,DVBA*2.7*163,Enhancement,AUTOMATED MED INFO EXCHANGE,"DVBA_27_P163_RN.PDF
DVBA_27_P163_DBQ_HEMICANDLYPHATIC_WF.DOC
DVBA_27_P163_DBQ_KIDNEYCONDITIONS_WF.DOC
DVBA_27_P163_DBQ_MALEREPRODUCTIVE_WF.DOC
DVBA_27_P163_DBQ_PROSTATECANCER_WF.DOC"
159,TRUE,2011-05-26,VERIFIED,246,PRCA*4.5*270,Data Dictionary,ACCOUNTS RECEIVABLE,
160,TRUE,2011-05-26,VERIFIED,415,IB*2*433,Data Dictionary,INTEGRATED BILLING,"edi_user_guide.pdf
IB_20_433_PRCA_45_270_RN.PDF
IB_20_P433_SG_CP.PDF
IB_20_P433_TM.PDF"
161,TRUE,2011-05-26,VERIFIED,237,TIU*1*241,Routine,TEXT INTEGRATION UTILITY,tiu_tm.pdf
162,FALSE,2011-05-31,VERIFIED,75,MAG*3*39,Data Dictionary,IMAGING,PROHIBITED FROM FOIA DUE TO COPYRIGHT
163,TRUE,2011-05-31,VERIFIED,128,PRC*5.1*152,Enhancement,IFCAP,ifcap5_techmanual.pdf
164,TRUE,2011-05-31,VERIFIED,105,FB*3.5*117,Enhancement,FEE BASIS,"FB_35_UM_REVISED_MAY11.PDF
FB_35_TM_REVISED_MAY11.PDF"
165,FALSE,2011-05-31,VERIFIED,9,DSIF*3.2*17,Enhancement,FEE BASIS CLAIM SYSTEM,PROHIBITED FROM FOIA DUE TO COPYRIGHT
166,FALSE,2011-06-01,VERIFIED,58,DENT*1.2*61,Routine,DENTAL,PROHIBITED FROM FOIA DUE TO COPYRIGHT
167,TRUE,2011-06-03,VERIFIED,103,EC*2*109,Routine,EVENT CAPTURE,EC_2_109.ZIP
168,TRUE,2011-06-08,VERIFIED,273,PSN*4*283,Routine,NATIONAL DRUG FILE,NDF4P283.KID
169,TRUE,2011-06-09,VERIFIED,144,DVBA*2.7*164,Routine,AUTOMATED MED INFO EXCHANGE,
170,TRUE,2011-06-10,VERIFIED,16,MD*1*16,Data Dictionary,CLINICAL PROCEDURES,"MD1_0P16.KID
MD1_0p16_EXES_AND_DOC.ZIP
MD1_0P16CPFLOWSHEETS.ZIP"
171,TRUE,2011-06-13,VERIFIED,60,DVB*4*66,Other,HINQ,
172,TRUE,2011-06-13,VERIFIED,100,XT*7.3*100,Routine,KERNEL TOOLKIT,
173,TRUE,2011-06-14,VERIFIED,210,PSJ*5*261,Routine,INPATIENT MEDICATIONS,MOCHA_1_0_PSJ_5_261_T2.KID
174,TRUE,2011-06-16,VERIFIED,106,FB*3.5*118,Routine,FEE BASIS,FEE3_5P118.KID
175,FALSE,2011-06-16,VERIFIED,28,VBEC*1*31,Informational,VBECS BLOOD BANK,PROHIBITED FROM FOIA DUE TO COPYRIGHT
176,TRUE,2011-06-16,VERIFIED,239,TIU*1*239,Routine,TEXT INTEGRATION UTILITY,,,
177,TRUE,2011-06-17,VERIFIED,741,DG*5.3*830,Routine,REGISTRATION,,,
178,TRUE,2011-06-17,VERIFIED,61,DVB*4*65,Routine,HINQ,DVB_4_P65_REG_UM.PDF,,
179,TRUE,2011-06-17,VERIFIED,274,PSN*4*284,Routine,NATIONAL DRUG FILE,NDF4P284.KID,,
180,TRUE,2011-06-17,VERIFIED,275,PSN*4*285,Routine,NATIONAL DRUG FILE,NDF4P285.KID,,
181,TRUE,2011-06-21,VERIFIED,107,FB*3.5*119,Data Dictionary,FEE BASIS,"FB_35_TM_REVISED_JUNE11.PDF
ARCH_PILOT_PROJECT_1_0.KID",,
182,TRUE,2011-06-21,VERIFIED,15,PXRM*2*20,Routine,CLINICAL REMINDERS,ARCH_PILOT_PROJECT_1_0.KID,,
183,TRUE,2011-06-24,VERIFIED,129,PRC*5.1*142,Routine,IFCAP,"IFCP5_1POU_MANUAL.PDF
IFCP5_1_GIP.PDF",,
184,TRUE,2011-06-27,VERIFIED,291,OR*3*339,Other,ORDER ENTRY/RESULTS REPORTING,OR_30_339.ZIP,,
185,TRUE,2011-06-27,VERIFIED,19,GMRV*5*26,Routine,GEN. MED. REC. - VITALS,VITL5_P26.ZIP,,
186,TRUE,2011-06-28,VERIFIED,69,LEX*2*73,Routine,LEXICON UTILITY,LEXTM2_0.PDF,,
187,TRUE,2011-06-28,VERIFIED,122,HL*1.6*153,Routine,HEALTH LEVEL 7,,,
188,TRUE,2011-06-29,VERIFIED,211,PSJ*5*243,Routine,INPATIENT MEDICATIONS,"PSJ_5_NURSE_UM_R0711.PDF
PSJ_5_P243_NURSE_UM_CP.PDF
PSJ_5_PHAR_UM_R0711.PDF
PSJ_5_P243_PHAR_UM_CP.PDF",,
189,TRUE,2011-06-29,VERIFIED,145,DVBA*2.7*166,Other,AUTOMATED MED INFO EXCHANGE,DOCUMENTATION,,
190,TRUE,2011-06-29,VERIFIED,212,PSJ*5*216,Routine,INPATIENT MEDICATIONS,,,
191,TRUE,2011-06-30,VERIFIED,119,ECX*3*133,Other,DSS EXTRACTS,,,
192,TRUE,2011-07-01,VERIFIED,130,PRC*5.1*154,Routine,IFCAP,"ifcp5_1application_coord.pdf
ifcp5_1tech_manual.pdf
ifcp5_1voucher_audit_clerk.pdf"
193,TRUE,2011-07-05,VERIFIED,14,ROR*1.5*14,Routine,CLINICAL CASE REGISTRIES,"ROR1_5P14GUI.zip
ROR1_5P14DOC1.ZIP
ROR1_5P14DOC2.ZIP"
194,TRUE,2011-07-05,VERIFIED,89,GMTS*2.7*95,Routine,HEALTH SUMMARY,
195,TRUE,2011-07-06,VERIFIED,146,DVBA*2.7*165,Enhancement,AUTOMATED MED INFO EXCHANGE,DVBA_27_P165_RN.PDF
196,TRUE,2011-07-06,VERIFIED,147,DVBA*2.7*171,Routine,AUTOMATED MED INFO EXCHANGE,DVBA_27_P171_RN.PDF
197,TRUE,2011-07-06,VERIFIED,70,LEX*2*77,Routine,LEXICON UTILITY,LEX_2_77.GBL
198,TRUE,2011-07-06,VERIFIED,54,ICPT*6*56,Informational,CPT/HCPCS CODES,brought in with LEX*2*77
199,TRUE,2011-07-07,VERIFIED,456,XU*8*556,Routine,KERNEL,
