Version 3.15 - Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
012,DRG,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",S,"$3,296.77 ","$11,472.34 ","$5,975.80 ","$11,472.34 ",20141001
013,DRG,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",S,"$2,968.76 ","$10,881.00 ","$5,429.40 ","$10,881.00 ",20141001
014,DRG,ALLOGENEIC BONE MARROW TRANSPLANT,S,"$5,161.03 ","$13,774.88 ","$6,268.80 ","$13,774.88 ",20141001
016,DRG,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,S,"$4,371.75 ","$8,774.30 ","$5,247.72 ","$8,774.30 ",20141001
017,DRG,AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,S,"$4,077.21 ","$8,355.48 ","$5,931.92 ","$8,355.48 ",20141001
020,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,S,"$3,651.07 ","$18,109.89 ","$7,559.08 ","$18,109.89 ",20141001
021,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,S,"$3,809.05 ","$15,873.59 ","$7,357.96 ","$15,873.59 ",20141001
022,DRG,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC,S,"$3,662.69 ","$18,804.35 ","$7,085.48 ","$18,804.35 ",20141001
023,DRG,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,S,"$3,234.91 ","$15,384.94 ","$6,896.83 ","$15,384.94 ",20141001
024,DRG,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,S,"$3,729.91 ","$20,856.14 ","$7,279.56 ","$20,856.14 ",20141001
025,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,S,"$3,414.81 ","$15,290.96 ","$7,079.59 ","$15,290.96 ",20141001
026,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,S,"$3,635.43 ","$17,564.76 ","$7,199.53 ","$17,564.76 ",20141001
027,DRG,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,S,"$3,380.17 ","$27,358.85 ","$6,941.37 ","$27,358.85 ",20141001
028,DRG,SPINAL PROCEDURES W MCC,S,"$2,876.67 ","$13,452.87 ","$5,992.96 ","$13,452.87 ",20141001
029,DRG,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,S,"$3,073.49 ","$16,674.54 ","$6,250.86 ","$16,674.54 ",20141001
030,DRG,SPINAL PROCEDURES W/O CC/MCC,S,"$2,833.77 ","$18,888.31 ","$5,723.04 ","$18,888.31 ",20141001
031,DRG,VENTRICULAR SHUNT PROCEDURES W MCC,S,"$3,105.17 ","$10,720.54 ","$6,365.30 ","$10,720.54 ",20141001
032,DRG,VENTRICULAR SHUNT PROCEDURES W CC,S,"$3,200.50 ","$14,745.48 ","$6,209.44 ","$14,745.48 ",20141001
033,DRG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,S,"$2,835.22 ","$21,881.08 ","$5,530.35 ","$21,881.08 ",20141001
034,DRG,CAROTID ARTERY STENT PROCEDURE W MCC,S,"$2,813.23 ","$18,718.49 ","$5,720.42 ","$18,718.49 ",20141001
035,DRG,CAROTID ARTERY STENT PROCEDURE W CC,S,"$2,999.52 ","$27,446.26 ","$5,526.19 ","$27,446.26 ",20141001
036,DRG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,S,"$2,819.61 ","$42,492.32 ","$5,068.93 ","$42,492.32 ",20141001
037,DRG,EXTRACRANIAL PROCEDURES W MCC,S,"$2,726.57 ","$13,017.64 ","$5,094.02 ","$13,017.64 ",20141001
038,DRG,EXTRACRANIAL PROCEDURES W CC,S,"$2,876.74 ","$17,722.94 ","$5,140.12 ","$17,722.94 ",20141001
039,DRG,EXTRACRANIAL PROCEDURES W/O CC/MCC,S,"$2,527.52 ","$25,056.16 ","$4,771.96 ","$25,056.16 ",20141001
040,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,S,"$2,771.76 ","$9,143.43 ","$5,402.44 ","$9,143.43 ",20141001
041,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,S,"$2,834.38 ","$10,582.83 ","$5,261.75 ","$10,582.83 ",20141001
042,DRG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,S,"$3,143.23 ","$20,680.74 ","$5,599.53 ","$20,680.74 ",20141001
052,DRG,SPINAL DISORDERS & INJURIES W CC/MCC,N,"$1,843.15 ","$3,869.51 ","$4,787.15 ","$3,869.51 ",20141001
053,DRG,SPINAL DISORDERS & INJURIES W/O CC/MCC,N,"$1,453.74 ","$3,584.13 ","$3,265.11 ","$3,584.13 ",20141001
054,DRG,NERVOUS SYSTEM NEOPLASMS W MCC,N,"$2,914.31 ","$6,831.46 ","$5,445.37 ","$6,831.46 ",20141001
055,DRG,NERVOUS SYSTEM NEOPLASMS W/O MCC,N,"$2,513.82 ","$6,233.40 ","$4,449.43 ","$6,233.40 ",20141001
056,DRG,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,N,"$2,513.10 ","$4,068.51 ","$4,983.98 ","$4,068.51 ",20141001
057,DRG,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,N,"$2,922.28 ","$2,434.10 ","$5,521.56 ","$2,434.10 ",20141001
058,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,N,"$2,840.44 ","$6,086.34 ","$5,001.91 ","$6,086.34 ",20141001
059,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,N,"$2,708.66 ","$5,809.28 ","$4,330.82 ","$5,809.28 ",20141001
060,DRG,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,N,"$2,684.51 ","$5,649.72 ","$4,227.20 ","$5,649.72 ",20141001
061,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,N,"$3,297.42 ","$11,967.71 ","$6,443.31 ","$11,967.71 ",20141001
062,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,N,"$3,376.91 ","$13,876.29 ","$6,508.40 ","$13,876.29 ",20141001
063,DRG,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,N,"$3,259.65 ","$16,568.59 ","$6,188.66 ","$16,568.59 ",20141001
064,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,N,"$2,838.76 ","$7,722.76 ","$5,669.76 ","$7,722.76 ",20141001
065,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,N,"$2,678.64 ","$7,180.88 ","$5,020.74 ","$7,180.88 ",20141001
066,DRG,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,N,"$2,370.11 ","$7,772.65 ","$4,383.11 ","$7,772.65 ",20141001
067,DRG,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,N,"$2,511.17 ","$7,963.09 ","$4,562.11 ","$7,963.09 ",20141001
068,DRG,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,N,"$1,876.82 ","$6,957.27 ","$3,370.10 ","$6,957.27 ",20141001
069,DRG,TRANSIENT ISCHEMIA,N,"$2,865.85 ","$10,254.10 ","$4,901.25 ","$10,254.10 ",20141001
070,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,N,"$2,542.61 ","$6,788.61 ","$4,770.09 ","$6,788.61 ",20141001
071,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,N,"$2,712.86 ","$5,743.31 ","$4,731.55 ","$5,743.31 ",20141001
072,DRG,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,N,"$2,425.20 ","$6,955.74 ","$4,264.15 ","$6,955.74 ",20141001
073,DRG,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,N,"$2,606.92 ","$6,385.21 ","$4,407.98 ","$6,385.21 ",20141001
074,DRG,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,N,"$2,539.49 ","$6,063.92 ","$4,349.13 ","$6,063.92 ",20141001
075,DRG,VIRAL MENINGITIS W CC/MCC,N,"$2,441.17 ","$6,925.54 ","$4,374.88 ","$6,925.54 ",20141001
076,DRG,VIRAL MENINGITIS W/O CC/MCC,N,"$2,219.88 ","$6,199.50 ","$3,922.90 ","$6,199.50 ",20141001
077,DRG,HYPERTENSIVE ENCEPHALOPATHY W MCC,N,"$2,474.63 ","$7,270.62 ","$4,932.78 ","$7,270.62 ",20141001
078,DRG,HYPERTENSIVE ENCEPHALOPATHY W CC,N,"$2,662.41 ","$7,158.37 ","$4,969.78 ","$7,158.37 ",20141001
079,DRG,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,N,"$2,454.37 ","$7,225.91 ","$4,362.72 ","$7,225.91 ",20141001
080,DRG,NONTRAUMATIC STUPOR & COMA W MCC,N,"$2,791.04 ","$6,421.01 ","$5,321.72 ","$6,421.01 ",20141001
081,DRG,NONTRAUMATIC STUPOR & COMA W/O MCC,N,"$2,702.46 ","$5,527.44 ","$5,194.79 ","$5,527.44 ",20141001
082,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",N,"$2,768.21 ","$8,647.60 ","$6,278.89 ","$8,647.60 ",20141001
083,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",N,"$2,817.17 ","$6,902.90 ","$5,977.85 ","$6,902.90 ",20141001
084,DRG,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",N,"$2,943.24 ","$8,903.59 ","$6,403.82 ","$8,903.59 ",20141001
085,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",N,"$2,742.10 ","$6,815.00 ","$5,773.12 ","$6,815.00 ",20141001
086,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",N,"$2,721.29 ","$6,057.22 ","$5,566.01 ","$6,057.22 ",20141001
087,DRG,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",N,"$2,440.02 ","$6,269.11 ","$5,172.53 ","$6,269.11 ",20141001
088,DRG,CONCUSSION W MCC,N,"$3,259.63 ","$10,093.73 ","$7,114.17 ","$10,093.73 ",20141001
089,DRG,CONCUSSION W CC,N,"$3,407.74 ","$10,323.90 ","$6,936.48 ","$10,323.90 ",20141001
090,DRG,CONCUSSION W/O CC/MCC,N,"$3,375.26 ","$12,043.42 ","$6,853.57 ","$12,043.42 ",20141001
091,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,N,"$2,612.01 ","$6,574.19 ","$5,118.37 ","$6,574.19 ",20141001
092,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W CC,N,"$2,751.49 ","$5,942.75 ","$4,757.74 ","$5,942.75 ",20141001
093,DRG,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,N,"$2,502.16 ","$6,683.15 ","$4,287.57 ","$6,683.15 ",20141001
094,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,N,"$2,577.44 ","$7,635.24 ","$5,147.03 ","$7,635.24 ",20141001
095,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,N,"$2,811.19 ","$9,083.26 ","$5,025.09 ","$9,083.26 ",20141001
096,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,N,"$2,508.51 ","$11,130.35 ","$4,625.10 ","$11,130.35 ",20141001
097,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,N,"$2,803.49 ","$8,020.25 ","$5,164.25 ","$8,020.25 ",20141001
098,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,N,"$2,773.58 ","$6,879.03 ","$4,627.41 ","$6,879.03 ",20141001
099,DRG,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,N,"$2,514.96 ","$6,902.74 ","$4,084.40 ","$6,902.74 ",20141001
100,DRG,SEIZURES W MCC,N,"$2,942.73 ","$7,701.16 ","$5,476.78 ","$7,701.16 ",20141001
101,DRG,SEIZURES W/O MCC,N,"$2,952.30 ","$6,813.95 ","$4,748.27 ","$6,813.95 ",20141001
102,DRG,HEADACHES W MCC,N,"$2,748.90 ","$7,985.74 ","$5,060.34 ","$7,985.74 ",20141001
103,DRG,HEADACHES W/O MCC,N,"$2,324.95 ","$6,964.42 ","$4,042.75 ","$6,964.42 ",20141001
113,DRG,ORBITAL PROCEDURES W CC/MCC,S,"$3,490.83 ","$13,034.56 ","$7,122.48 ","$13,034.56 ",20141001
114,DRG,ORBITAL PROCEDURES W/O CC/MCC,S,"$3,302.41 ","$15,949.07 ","$6,705.90 ","$15,949.07 ",20141001
115,DRG,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,S,"$2,975.54 ","$10,131.42 ","$5,708.51 ","$10,131.42 ",20141001
116,DRG,INTRAOCULAR PROCEDURES W CC/MCC,S,"$2,882.73 ","$9,571.94 ","$5,418.84 ","$9,571.94 ",20141001
117,DRG,INTRAOCULAR PROCEDURES W/O CC/MCC,S,"$2,836.86 ","$13,208.11 ","$6,170.97 ","$13,208.11 ",20141001
121,DRG,ACUTE MAJOR EYE INFECTIONS W CC/MCC,N,"$2,712.64 ","$4,497.74 ","$4,539.74 ","$4,497.74 ",20141001
122,DRG,ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,N,"$2,504.44 ","$3,648.99 ","$4,869.16 ","$3,648.99 ",20141001
123,DRG,NEUROLOGICAL EYE DISORDERS,N,"$2,961.68 ","$9,706.69 ","$4,637.70 ","$9,706.69 ",20141001
124,DRG,OTHER DISORDERS OF THE EYE W MCC,N,"$3,136.39 ","$6,437.69 ","$5,085.10 ","$6,437.69 ",20141001
125,DRG,OTHER DISORDERS OF THE EYE W/O MCC,N,"$2,778.31 ","$5,483.46 ","$4,500.79 ","$5,483.46 ",20141001
129,DRG,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,S,"$3,346.24 ","$17,417.16 ","$6,246.03 ","$17,417.16 ",20141001
130,DRG,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,S,"$3,079.13 ","$20,420.87 ","$5,666.61 ","$20,420.87 ",20141001
131,DRG,CRANIAL/FACIAL PROCEDURES W CC/MCC,S,"$3,712.76 ","$18,069.08 ","$7,551.89 ","$18,069.08 ",20141001
132,DRG,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,S,"$4,400.73 ","$27,221.45 ","$8,401.52 ","$27,221.45 ",20141001
133,DRG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",S,"$2,967.88 ","$11,627.52 ","$5,815.40 ","$11,627.52 ",20141001
134,DRG,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",S,"$3,017.86 ","$17,011.01 ","$5,641.97 ","$17,011.01 ",20141001
135,DRG,SINUS & MASTOID PROCEDURES W CC/MCC,S,"$2,860.60 ","$12,783.49 ","$5,827.50 ","$12,783.49 ",20141001
136,DRG,SINUS & MASTOID PROCEDURES W/O CC/MCC,S,"$3,112.86 ","$19,921.85 ","$5,623.27 ","$19,921.85 ",20141001
137,DRG,MOUTH PROCEDURES W CC/MCC,S,"$2,759.05 ","$8,388.38 ","$5,655.04 ","$8,388.38 ",20141001
138,DRG,MOUTH PROCEDURES W/O CC/MCC,S,"$3,150.76 ","$13,191.92 ","$5,874.47 ","$13,191.92 ",20141001
139,DRG,SALIVARY GLAND PROCEDURES,S,"$3,360.65 ","$22,535.53 ","$5,676.11 ","$22,535.53 ",20141001
146,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",N,"$2,746.01 ","$5,987.03 ","$5,251.35 ","$5,987.03 ",20141001
147,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",N,"$3,104.17 ","$6,324.02 ","$5,096.13 ","$6,324.02 ",20141001
148,DRG,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",N,"$2,614.20 ","$6,050.15 ","$4,654.31 ","$6,050.15 ",20141001
149,DRG,DYSEQUILIBRIUM,N,"$2,946.36 ","$8,091.11 ","$4,659.64 ","$8,091.11 ",20141001
150,DRG,EPISTAXIS W MCC,N,"$2,721.91 ","$6,072.08 ","$4,752.49 ","$6,072.08 ",20141001
151,DRG,EPISTAXIS W/O MCC,N,"$2,891.68 ","$5,374.14 ","$5,007.33 ","$5,374.14 ",20141001
152,DRG,OTITIS MEDIA & URI W MCC,N,"$2,800.64 ","$5,994.86 ","$4,701.28 ","$5,994.86 ",20141001
153,DRG,OTITIS MEDIA & URI W/O MCC,N,"$2,371.35 ","$4,826.80 ","$4,022.56 ","$4,826.80 ",20141001
154,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",N,"$2,788.66 ","$6,534.02 ","$5,184.68 ","$6,534.02 ",20141001
155,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",N,"$2,712.71 ","$5,943.74 ","$4,760.14 ","$5,943.74 ",20141001
156,DRG,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",N,"$2,623.27 ","$5,831.41 ","$4,774.76 ","$5,831.41 ",20141001
157,DRG,DENTAL & ORAL DISEASES W MCC,N,"$2,737.57 ","$6,524.08 ","$4,972.39 ","$6,524.08 ",20141001
158,DRG,DENTAL & ORAL DISEASES W CC,N,"$2,721.29 ","$5,686.31 ","$4,570.96 ","$5,686.31 ",20141001
159,DRG,DENTAL & ORAL DISEASES W/O CC/MCC,N,"$2,886.06 ","$6,459.91 ","$5,004.83 ","$6,459.91 ",20141001
163,DRG,MAJOR CHEST PROCEDURES W MCC,S,"$2,820.91 ","$10,948.72 ","$5,118.07 ","$10,948.72 ",20141001
164,DRG,MAJOR CHEST PROCEDURES W CC,S,"$3,191.78 ","$12,666.29 ","$4,986.41 ","$12,666.29 ",20141001
165,DRG,MAJOR CHEST PROCEDURES W/O CC/MCC,S,"$2,752.12 ","$13,697.24 ","$4,259.72 ","$13,697.24 ",20141001
166,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,S,"$2,670.51 ","$8,785.04 ","$4,827.68 ","$8,785.04 ",20141001
167,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W CC,S,"$2,730.01 ","$9,055.50 ","$4,713.87 ","$9,055.50 ",20141001
168,DRG,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,S,"$2,652.96 ","$10,959.03 ","$4,418.76 ","$10,959.03 ",20141001
175,DRG,PULMONARY EMBOLISM W MCC,N,"$2,435.53 ","$6,237.03 ","$4,137.46 ","$6,237.03 ",20141001
176,DRG,PULMONARY EMBOLISM W/O MCC,N,"$2,372.63 ","$5,622.53 ","$3,968.41 ","$5,622.53 ",20141001
177,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,N,"$2,530.47 ","$6,128.97 ","$4,483.25 ","$6,128.97 ",20141001
178,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,N,"$2,553.03 ","$5,611.02 ","$4,462.80 ","$5,611.02 ",20141001
179,DRG,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,N,"$2,444.77 ","$5,266.67 ","$4,455.74 ","$5,266.67 ",20141001
180,DRG,RESPIRATORY NEOPLASMS W MCC,N,"$2,635.64 ","$6,908.25 ","$4,523.35 ","$6,908.25 ",20141001
181,DRG,RESPIRATORY NEOPLASMS W CC,N,"$2,709.53 ","$6,662.27 ","$4,457.65 ","$6,662.27 ",20141001
182,DRG,RESPIRATORY NEOPLASMS W/O CC/MCC,N,"$1,545.99 ","$4,358.44 ","$2,647.49 ","$4,358.44 ",20141001
183,DRG,MAJOR CHEST TRAUMA W MCC,N,"$2,750.08 ","$6,388.64 ","$5,633.87 ","$6,388.64 ",20141001
184,DRG,MAJOR CHEST TRAUMA W CC,N,"$3,018.43 ","$7,159.04 ","$6,090.78 ","$7,159.04 ",20141001
185,DRG,MAJOR CHEST TRAUMA W/O CC/MCC,N,"$3,323.78 ","$7,593.81 ","$6,785.83 ","$7,593.81 ",20141001
186,DRG,PLEURAL EFFUSION W MCC,N,"$2,507.27 ","$6,575.51 ","$4,295.58 ","$6,575.51 ",20141001
187,DRG,PLEURAL EFFUSION W CC,N,"$2,586.17 ","$6,249.13 ","$4,241.21 ","$6,249.13 ",20141001
188,DRG,PLEURAL EFFUSION W/O CC/MCC,N,"$2,468.71 ","$6,253.26 ","$4,110.69 ","$6,253.26 ",20141001
189,DRG,PULMONARY EDEMA & RESPIRATORY FAILURE,N,"$2,246.25 ","$5,500.13 ","$4,024.66 ","$5,500.13 ",20141001
190,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,N,"$2,223.25 ","$5,385.71 ","$3,932.48 ","$5,385.71 ",20141001
191,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,N,"$2,195.28 ","$5,164.96 ","$3,823.74 ","$5,164.96 ",20141001
192,DRG,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,N,"$1,956.50 ","$4,671.44 ","$3,542.15 ","$4,671.44 ",20141001
193,DRG,SIMPLE PNEUMONIA & PLEURISY W MCC,N,"$2,398.25 ","$6,084.86 ","$4,251.36 ","$6,084.86 ",20141001
194,DRG,SIMPLE PNEUMONIA & PLEURISY W CC,N,"$2,284.40 ","$5,171.76 ","$4,013.17 ","$5,171.76 ",20141001
195,DRG,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,N,"$1,981.77 ","$4,446.56 ","$3,633.76 ","$4,446.56 ",20141001
196,DRG,INTERSTITIAL LUNG DISEASE W MCC,N,"$2,607.95 ","$5,978.91 ","$4,637.22 ","$5,978.91 ",20141001
197,DRG,INTERSTITIAL LUNG DISEASE W CC,N,"$2,615.03 ","$5,773.09 ","$4,430.26 ","$5,773.09 ",20141001
198,DRG,INTERSTITIAL LUNG DISEASE W/O CC/MCC,N,"$2,499.17 ","$5,961.64 ","$4,205.30 ","$5,961.64 ",20141001
199,DRG,PNEUMOTHORAX W MCC,N,"$2,488.74 ","$5,729.32 ","$4,439.14 ","$5,729.32 ",20141001
200,DRG,PNEUMOTHORAX W CC,N,"$2,525.77 ","$5,733.60 ","$4,423.68 ","$5,733.60 ",20141001
201,DRG,PNEUMOTHORAX W/O CC/MCC,N,"$2,140.33 ","$4,626.98 ","$3,639.08 ","$4,626.98 ",20141001
202,DRG,BRONCHITIS & ASTHMA W CC/MCC,N,"$2,397.97 ","$5,303.77 ","$4,195.36 ","$5,303.77 ",20141001
203,DRG,BRONCHITIS & ASTHMA W/O CC/MCC,N,"$2,152.91 ","$4,531.14 ","$3,847.29 ","$4,531.14 ",20141001
204,DRG,RESPIRATORY SIGNS & SYMPTOMS,N,"$2,599.74 ","$7,237.76 ","$4,226.42 ","$7,237.76 ",20141001
205,DRG,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,N,"$2,797.54 ","$7,114.20 ","$4,941.67 ","$7,114.20 ",20141001
206,DRG,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,N,"$2,879.16 ","$7,355.84 ","$4,961.41 ","$7,355.84 ",20141001
207,DRG,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,N,"$2,721.60 ","$8,448.99 ","$5,249.69 ","$8,448.99 ",20141001
208,DRG,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,N,"$2,586.63 ","$8,888.55 ","$5,053.05 ","$8,888.55 ",20141001
215,DRG,OTHER HEART ASSIST SYSTEM IMPLANT,S,"$3,349.17 ","$33,926.18 ","$7,003.84 ","$33,926.18 ",20141001
216,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,S,"$3,703.83 ","$20,550.28 ","$6,192.35 ","$20,550.28 ",20141001
217,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,S,"$3,749.52 ","$22,598.32 ","$5,934.02 ","$22,598.32 ",20141001
218,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,S,"$3,663.27 ","$27,167.11 ","$5,844.59 ","$27,167.11 ",20141001
219,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,S,"$3,581.26 ","$22,448.76 ","$6,315.87 ","$22,448.76 ",20141001
220,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,S,"$3,468.42 ","$25,272.00 ","$5,962.52 ","$25,272.00 ",20141001
221,DRG,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,S,"$3,381.11 ","$29,560.78 ","$5,571.66 ","$29,560.78 ",20141001
222,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,S,"$3,104.35 ","$23,057.18 ","$5,331.79 ","$23,057.18 ",20141001
