Version 3.15 Update - Outpatient Facility,,,,,,,,,,,,,
,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base Charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date,End Date
11646,CPT,EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11719,CPT,TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,,30,,,$175.13 ,$0.00 ,1,0,1,20141001,
11720,CPT,DEBRIDEMENT NAIL ANY METHOD 1-5,,30,,,$175.13 ,$0.00 ,1,0,1,20141001,
11721,CPT,DEBRIDEMENT NAIL ANY METHOD 6/>,,30,,,$175.13 ,$0.00 ,1,0,1,20141001,
11730,CPT,AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,,30,,,$530.00 ,$0.00 ,1,0,1,20141001,
11732,CPT,AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,,30,,,$350.70 ,$0.00 ,1,0,1,20141001,
11740,CPT,EVACUATION SUBUNGUAL HEMATOMA,,30,,,$175.13 ,$0.00 ,1,0,1,20141001,
11750,CPT,EXCISION NAIL MATRIX PERMANENT REMOVAL,,30,,,"$1,776.44 ",$0.00 ,1,0,1,20141001,
11752,CPT,EXC NAIL MATRIX PRM RMVL W/AMP TUFT DSTL PHALANX,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11755,CPT,BIOPSY NAIL UNIT SEPARATE PROCEDURE,,30,,,"$1,776.44 ",$0.00 ,1,0,1,20141001,
11760,CPT,REPAIR NAIL BED,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
11762,CPT,RECONSTRUCTION NAIL BED W/GRAFT,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
11765,CPT,WEDGE EXCISION SKIN NAIL FOLD,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
11770,CPT,EXCISION PILONIDAL CYST/SINUS SIMPLE,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11771,CPT,EXCISION PILONIDAL CYST/SINUS EXTENSIVE,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11772,CPT,EXCISION PILONIDAL CYST/SINUS COMPLICATED,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11900,CPT,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
11901,CPT,INJECTION INTRALESIONAL >7 LESIONS,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
11920,CPT,TATTOOING INCL MICROPIGMENTATION 6.0 CM/<,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
11921,CPT,TATTOOING INCL MICROPIGMENTATION 6.1-20.0 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
11922,CPT,TATTOOING INCL MICROPIGMENTATION EA 20.0 CM,,30,,,"$1,798.29 ",$0.00 ,1,0,1,20141001,
11950,CPT,SUBCUTANEOUS INJECTION FILLING MATERIAL 1 CC/<,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
11951,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 1.1-5.0 CC,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
11952,CPT,SUBCUTANEOUS INJECTION FILLING MATRL 5.1-10.0CC,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
11954,CPT,SUBCUTANEOUS INJECTION FILLING MATRL >10.0 CC,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
11960,CPT,INSERTION TISSUE EXPANDER INCL SBSQ XPNSJ,,30,,,"$12,413.37 ",$0.00 ,1,0,1,20141001,
11970,CPT,REPLACEMENT TISS EXPANDER PERMANENT PROSTHESIS,,30,,,"$18,179.63 ",$0.00 ,1,0,1,20141001,
11971,CPT,REMOVAL TISS EXPANDER W/O INSERTION PROSTHESIS,,30,,,"$9,950.82 ",$0.00 ,1,0,1,20141001,
11976,CPT,REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,,30,,,"$1,776.44 ",$0.00 ,1,0,1,20141001,
11980,CPT,SUBCUTANEOUS HORMONE PELLET IMPLANTATION,,30,,,$451.36 ,$0.00 ,1,0,1,20141001,
11981,CPT,INSJ NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,$451.36 ,$0.00 ,1,0,1,20141001,
11982,CPT,REMOVAL NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,,30,,,$451.36 ,$0.00 ,1,0,1,20141001,
11983,CPT,RMVL W/RINSJ NON-BIODEGRADABLE DRUG DLVR IMPLT,,30,,,$451.36 ,$0.00 ,1,0,1,20141001,
12001,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12002,CPT,SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12004,CPT,SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12005,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12006,CPT,SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12007,CPT,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12011,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12013,CPT,SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12014,CPT,SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12015,CPT,SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12016,CPT,SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12017,CPT,SIMPLE REPAIR F/E/E/N/L/M 20.1CM-30.0 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12018,CPT,SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,,30,,,$514.85 ,$0.00 ,1,0,1,20141001,
12020,CPT,TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
12021,CPT,TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12031,CPT,REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12032,CPT,REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12034,CPT,REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12035,CPT,REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
12036,CPT,REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
12037,CPT,REPAIR INTERMEDIATE S/A/T/E >30.0 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
12041,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12042,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12044,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 7.6-12.5CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12045,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12046,CPT,RPR INTERMEDIATE N/H/F/XTRNL GENT 20.1-30.0 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12047,CPT,REPAIR INTERMEDIATE N/H/F/XTRNL GENT >30.0 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
12051,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12052,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12053,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12054,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12055,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.0CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12056,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC 20.1-30.0CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
12057,CPT,REPAIR INTERMEDIATE F/E/E/N/L&/MUC >30.0 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
13100,CPT,REPAIR COMPLEX TRUNK 1.1-2.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13101,CPT,REPAIR COMPLEX TRUNK 2.6-7.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13102,CPT,REPAIR COMPLEX TRUNK EACH ADDITIONAL 5 CM/<,,30,,,"$1,477.60 ",$0.00 ,1,0,1,20141001,
13120,CPT,REPAIR COMPLEX SCALP/ARM/LEG 1.1-2.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
13121,CPT,REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13122,CPT,REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,,30,,,$755.39 ,$0.00 ,1,0,1,20141001,
13131,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 1.1-2.5 CM,,30,,,"$1,231.71 ",$0.00 ,1,0,1,20141001,
13132,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F 2.6-7.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13133,CPT,REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/<,,30,,,"$1,553.63 ",$0.00 ,1,0,1,20141001,
13151,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13152,CPT,REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
13153,CPT,REPAIR COMPLX EYELID/NOSE/EAR/LIP EA ADDL 5 CM/<,,30,,,"$1,553.63 ",$0.00 ,1,0,1,20141001,
13160,CPT,SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14000,CPT,ADJACENT TISSUE TRANSFER/REARGMT TRUNK 10 SQCM/<,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14001,CPT,ADJNT TIS TRANSFR/REARRANGE TRUNK 10.1-30.0 SQCM,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14020,CPT,ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14021,CPT,ADJT/REARRGMT SCALP/ARM/LEG 10.1-30.0 SQ CM,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14040,CPT,ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14041,CPT,ADJT/REARGMT F/C/C/M/N/AX/G/H/F 10.1-30.0 SQ CM,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14060,CPT,ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14061,CPT,ADJT TIS REARGMT EYE/NOSE/EAR/LIP 10.1-30.0 SQCM,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
14301,CPT,ADJNT TIS TRNSFR/REARGMT ANY AREA 30.1-60 SQ CM,,30,,,"$12,413.37 ",$0.00 ,1,0,1,20141001,
14302,CPT,ADJT TIS TRNSFR/REARGMT DEFEC EA ADDL 30 SQCM/<,,30,,,"$6,114.22 ",$0.00 ,1,0,1,20141001,
14350,CPT,FILLETED FINGER/TOE FLAP W/PREPJ RECIPIENT SITE,,30,,,"$7,543.18 ",$0.00 ,1,0,1,20141001,
15002,CPT,PREP SITE TRUNK/ARM/LEG 1ST 100 SQ CM/1PCT,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
15003,CPT,PREP SITE TRUNK/ARM/LEG ADDL 100 SQ CM/1PCT,,30,,,"$3,001.82 ",$0.00 ,1,0,1,20141001,
15004,CPT,PREP SITE F/S/N/H/F/G/M/D GT 1ST 100 SQ CM/1PCT,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
15005,CPT,PREP SITE F/S/N/H/F/G/M/D GT ADDL 100 SQ CM/1PCT,,30,,,"$3,001.82 ",$0.00 ,1,0,1,20141001,
15040,CPT,HARVEST SKIN TISSUE CLTR SKIN AGRFT 100 CM/<,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
15050,CPT,PINCH GRAFT 1/MLT SM ULCER TIP/OTH AREA 2CM,,30,,,"$2,366.57 ",$0.00 ,1,0,1,20141001,
15100,CPT,SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,30,,,"$12,413.37 ",$0.00 ,1,0,1,20141001,
15101,CPT,SPLIT AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,30,,,"$6,210.68 ",$0.00 ,1,0,1,20141001,
